TXNAME	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENST00000861166	0	0	1	0	0	0
ENST00000861169	63.15843	75	74	20.18724	9.17576	32.92821
ENST00000861170	0	1	0	0	0	0
ENST00000861171	6	2	5	1	1	0
ENST00000861173	0.00845	0	0	0	0	0
ENST00000861178	0	0.97061	0.21741	1.33605	0	0
ENST00000861183	8	11	4	6	3	7
ENST00000861184	17	4	14	2	4	1
ENST00000861185	0	3	0	13	8	9
ENST00000861186	1	2	2	0	2	3
ENST00000861191	0	0	0	0	1	0
ENST00000861197	5.79784	0	0	0	3e-05	0
ENST00000861199	13	13	17	4	6	5
ENST00000861200	0	2	0	0	0	0
ENST00000861202	2	2	6	2	6	4
ENST00000861203	140	132	111	102	40	87
ENST00000861205	8	4	5	3	2	1
ENST00000861206	0	0	0	1	0	1
ENST00000861207	19	15	19	0	2	0.05091
ENST00000861208	2	1	1	0	0	0
ENST00000861209	1	1	1	2	3	1
ENST00000861210	6	4	4	3	4	0
ENST00000861211	1	1	4	3	0	0
ENST00000861212	0	3	1	0	0	1
ENST00000861213	5	1.87818	8.21731	3.71695	0.92053	0
ENST00000861214	1	1	2	0	2	1
ENST00000861215	2	1	3	0	0	0
ENST00000861218	0	1	0	0	0	0
ENST00000861222	10	7	3	1	0.03503	3
ENST00000861223	8	9	13	4	1	12
ENST00000861237	10	12	7	0	4	0
ENST00000861240	8.29241	6.16412	2.83609	3.15021	1.23837	2.23096
ENST00000861249	0	0	0	0	0	1
ENST00000861250	4	4	1	0	0	0
ENST00000861251	5	1	4	0	0	0
ENST00000861252	0	0	1	0	0	0
ENST00000861255	1	0	0	0	0	0
ENST00000861261	0	1	0	0	0	0
ENST00000861267	3	0	1	0	0	0
ENST00000861269	0.5	0	0.5	0	0.5	0
ENST00000861273	0	0	0	0	0	1
ENST00000861290	3	1	0	0	1	3
ENST00000861292	2	0	2.06339	0	0	0
ENST00000861293	8	1	1	1	0	1
ENST00000861294	1	2	1	0	0	1
ENST00000861297	1	0	0	0	0	0
ENST00000861299	1	0	0	0	0	0
ENST00000861305	6	4	8	0	2	0
ENST00000861306	1	0	1	1	0	1
ENST00000861307	0	1	0	0	0	0
ENST00000861308	10	2	3	1	1	0
ENST00000861309	5	1	0	0	0	0
ENST00000861312	0	0	0	2	0	4
ENST00000861313	0	1	0	3	0	2
ENST00000861338	0	2	1	0	0	0
ENST00000861345	2	2	2	3	7	12
ENST00000861346	0	1	0	3	0	3
ENST00000861347	2	1	1	5	2	4
ENST00000861351	1	0	0	0	0	0
ENST00000861360	0	1	0	0	0	0
ENST00000861361	1	0	3	0	2	2
ENST00000861362	1	0	0	0	0	0
ENST00000861363	0	0	0	1	0	0
ENST00000861365	0	0	0	0	0	1
ENST00000861366	0	0	0	1	0	2
ENST00000861368	0.99167	0.08168	1.21745	8	2	9
ENST00000861370	2	0	0	1	0	0
ENST00000861372	0	2	0	0	0	0
ENST00000861373	42	39	57	68	38	57
ENST00000861374	1	0	0	2	0	0
ENST00000861376	2	3	4	6	0	0
ENST00000861377	4	4	0	0	0	1
ENST00000861378	3.69873	4.78755	2.61148	7.19022	130.65315	0
ENST00000861379	1	2	1	1	0	1
ENST00000861380	80	79	57	81	48	64
ENST00000861381	1	0	0	3	0	1
ENST00000861382	0	9e-05	0.00012	1.94221	0.8482	4.93344
ENST00000861383	113.72901	140.56811	106.80808	224.40805	130.44066	198
ENST00000861384	48	37	43	62	40	70
ENST00000861387	12	7	15	12	7	12
ENST00000861388	1.71759	0.49921	2.15783	0.58334	0.99471	0
ENST00000861389	2	2	2	3	1	4
ENST00000861390	0	0	0	1	0	0
ENST00000861391	1	2.99998	1.99998	1.75722	0	0
ENST00000861392	2	1	1	0	0	3
ENST00000861402	4	2	0	1	0	3
ENST00000861403	0	0	0	1	0	0
ENST00000861407	53	73	68	138	72	127
ENST00000861409	0	1	0	0	0	1
ENST00000861413	0.31171	0	0	0.27569	0.42271	0.04591
ENST00000861419	2	2	3	4	2	4
ENST00000861421	3	3	0	5	1	1
ENST00000861423	1	0	0	0	0	2
ENST00000861424	1	1	0	0	0	0
ENST00000861425	53.00831	19.63903	12.75361	19.56444	43.77756	122.41131
ENST00000861455	15	6	5	3	2	4
ENST00000861456	27.2384	40.21754	24.40596	23.40977	14.06718	17.3247
ENST00000861457	0	0	1	1	0	1
ENST00000861458	0	0	0	0	0	1
ENST00000861459	8.78828	9.67786	14	9	4	13
ENST00000861460	0	1	0	1	0	0
ENST00000861461	1.76178	2.97709	1.98292	5.4063	0	2.60599
ENST00000861462	0	1	0.04328	0.11249	0	0.06625
ENST00000861465	0	1	0	0	0	2
ENST00000861466	1	1	0	0	0	2
ENST00000861467	0	1	0	2	0	3
ENST00000861471	19	11	5	4	0	2
ENST00000861472	5	1	1	1	0	0
ENST00000861473	12	8	5	4	3	1
ENST00000861474	4	0	0	0	0	0
ENST00000861475	1	1	2	2	0	1
ENST00000861506	12	22	17	0	0	1
ENST00000861507	0	0	2	0	0	0
ENST00000861522	1	0	1	1	0	1
ENST00000861526	0	1	0	0	0	0
ENST00000861534	0	1	0	0	0	0
ENST00000861551	1	3	0	0	0	0
ENST00000861553	20	33.68279	25	0	0	0
ENST00000861557	11	4	8	4	0	1
ENST00000861566	0	0	4	0	0	0
ENST00000861570	3	0	2	0	0	0
ENST00000861571	0	3	0	0	0	0
ENST00000861573	0	1	0	0	0	0
ENST00000861575	0	0	0	0	2	0
ENST00000861578	0	1	1	0	0	2
ENST00000861579	0	2	5	1	0	1
ENST00000861591	0	0	0	0	0	1
ENST00000861595	6	1	1	0	0	0
ENST00000861600	0	0	0	1	0	0
ENST00000861606	41	49	19	9	4	11
ENST00000861607	11	9	12	0	0	0
ENST00000861608	1	3	0	0	0	0
ENST00000861610	0	1	0	0	1	0
ENST00000861611	1	1	0	0	0	0
ENST00000861614	0.22663	0	0.43042	0	0	0
ENST00000861617	15	26	16	31	24	43
ENST00000861619	0	1	2	1	0	0
ENST00000861620	0	1	0	0	0	1
ENST00000861622	0	0	1	0	0	0
ENST00000861630	0	0.54695	0	0	1	0
ENST00000861636	63.89416	48.86683	57.40097	29.51789	26.38163	60.53479
ENST00000861637	0	3	1	3	3	0
ENST00000861638	3	3	0	0	0	0
ENST00000861641	0	1	0	1	0	0
ENST00000861643	1	0	0	0	1	0
ENST00000861644	0	1	0	0	0	0
ENST00000861648	0	0	1	0	0	0
ENST00000861653	14.95644	7.41018	20.99544	5.72277	2.66389	6.25343
ENST00000861654	0	2	0	0	0	0
ENST00000861656	7	3	3	4	2	3
ENST00000861657	0	0	1	0	0	0
ENST00000861658	0	0	0	0	0	2
ENST00000861662	1	0	0	1	0	0
ENST00000861672	3	0	1	0	0	0
ENST00000861674	0	1	0	0	0	0
ENST00000861677	1	0	0	0	0	0
ENST00000861683	3	4	4	5	0	3
ENST00000861684	1	0	0	0	0	0
ENST00000861698	0	0	0	1	0	0
ENST00000861702	8	9	5	11	6	15
ENST00000861703	6	2	1	0	0	1
ENST00000861704	0	2	1	2	0	2
ENST00000861705	3	0	1	5	1	6
ENST00000861707	1	1	1	0	0	1
ENST00000861709	2	4	1	1	0	1
ENST00000861710	0	0	1	1	0	0
ENST00000861712	1	0	0	0	0	0
ENST00000861714	1	0	0	0	0	0
ENST00000861716	0	0	0	0	2	0
ENST00000861717	1	2	2	2	0	1
ENST00000861719	3	0	0	0	0	0
ENST00000861721	1	1	1	1	2	0
ENST00000861724	0	0	1	0	0	0
ENST00000861727	0	0	1	0	0	0
ENST00000861731	0	0	0	2	1	1
ENST00000861733	0	1	0	0	0	0
ENST00000861755	4	3	7	8	2	6
ENST00000861756	19	22	17	40	13	39
ENST00000861758	0	0	1	0	0	0
ENST00000861759	3.96286	0.00029	9	9	0	5
ENST00000861761	10	2	2	0	0	1
ENST00000861762	1	1	3	0	0	0
ENST00000861763	0	0	0	0	0	2
ENST00000861765	0	0	0	0	0	1
ENST00000861772	73	60	69	322	208	277
ENST00000861773	0	0	0	0	0	0.0641
ENST00000861774	0	0	1.50441	3	0	0
ENST00000861775	0	2	4	0	0	1
ENST00000861776	0	1	0	0	0	0
ENST00000861778	10.34255	8.79442	8.8089	2.67242	0	3.54253
ENST00000861780	5	7	14	6	8	11
ENST00000861783	2	3	2	1	0	0
ENST00000861784	0	0	1	0	0	1
ENST00000861787	0	1	0	0	0	0
ENST00000861788	0	1	0	0	0	0
ENST00000861790	0	0	0	2	2	0
ENST00000861793	1	2	0	0	0	0
ENST00000861806	1	0	0	0	0	0
ENST00000861807	0	1	0	0	0	0
ENST00000861811	0	0	0	1	0	0
ENST00000861812	0	0	0	1	0	0
ENST00000861817	0	1	1	0	0	0
ENST00000861823	0	1	0	1	0	0
ENST00000861824	1	1	0	0	0	0
ENST00000861830	10	7	8	19	6	14
ENST00000861831	6	6	6	7	6	10
ENST00000861832	11	12	14	15	11	13
ENST00000861833	3	5	3	2	4	9
ENST00000861834	1	3	2	2	0	1
ENST00000861835	9	12	10	9	9	3
ENST00000861836	0	0	0	3	2	1
ENST00000861837	15	12	4	10	17	17
ENST00000861838	0	2	1	0	4	1
ENST00000861839	0	0	0	2	8	5
ENST00000861840	4	0	1	0	0	0
ENST00000861841	8	5	2	3	2	3
ENST00000861842	12	17	12	10	2	15
ENST00000861845	0	0	0	1	0	0
ENST00000861846	0	1	0	0	0	0
ENST00000861847	1	4	3	3	6	0
ENST00000861848	0	1	0	0	0	0
ENST00000861851	7	1	0	0	0	0
ENST00000861852	5	0	3	9	2	7
ENST00000861853	0	4.42589	1.88691	0	0	0
ENST00000861856	10	14	17	22	16	11
ENST00000861858	2	2	4.99999	5	3	5
ENST00000861859	0	0	0	2e-05	1e-05	0
ENST00000861861	1	3	2	6	7	3
ENST00000861866	5	5	1	0.96508	1.76932	4
ENST00000861867	1	0	1	0	0	0
ENST00000861868	0	2	0	2	0	0
ENST00000861875	2	3	1	0	0	0
ENST00000861877	0	1	0	0	0	0
ENST00000861879	2	4	2	3	0	2
ENST00000861880	7	5	4	0	0	1
ENST00000861882	4	9	6	1	0	2
ENST00000861887	12	12	7	28	11	32
ENST00000861888	0	0	0	0	1	0
ENST00000861902	1	5	1	2	2	2
ENST00000861904	2	0	0	0	0	0
ENST00000861905	0	0	0	0	0	1
ENST00000861906	0	0.5	0	0	0	0
ENST00000861916	0	0	2	0.18659	0	3
ENST00000861917	0	0	0	0	0	1
ENST00000861918	0	1	1	0	0	0
ENST00000861920	0	1	0	1	0	0
ENST00000861921	0	1	0	0	0	0
ENST00000861922	1	0	1	1	1	5
ENST00000861924	0	0	0	0	0	1
ENST00000861934	0	0	0	0	0	1
ENST00000861936	2	0	0	1	1	4
ENST00000861937	1	1	0	1	0	0
ENST00000861938	8	7	5	1	1	8
ENST00000861939	0	3	1	0	0	1
ENST00000861940	0	0	0	2	0	0
ENST00000861945	4	5	2	0	0	2
ENST00000861950	1	1	1	0	3	0
ENST00000861955	5	2	3	2	3	1
ENST00000861956	9.58235	9.6925	4.80581	8.95658	1.98718	9.42823
ENST00000861957	5	9	3	12	3	7
ENST00000861958	3	4	2	1	1	1
ENST00000861959	0	0	0	0	0	2
ENST00000861960	44	79	49	35	21	28
ENST00000861961	0	1	0	1	0	0
ENST00000861962	0	0	0	0	1	0
ENST00000861965	1	0	2	0	0	0
ENST00000861967	0	0	1	0	0	0
ENST00000861971	1	0	1	1	0	0
ENST00000861972	2	1	1	1	0	3
ENST00000861973	0	1	0	1	0	0
ENST00000861975	2	4	0	2	1	0
ENST00000861977	1	0	0	0	2	5
ENST00000861979	0	0	0	1	0	0
ENST00000861980	6	1	9	2	3	3
ENST00000861982	13.19137	6.68707	0	0	0.97051	2.85569
ENST00000861986	0	1	0	0	0	0
ENST00000861990	0	2	1	0	0	0
ENST00000861991	3	4	1	3	0	1
ENST00000861992	28	32	21	18	14	24
ENST00000861993	277	290	271	182	88	168
ENST00000861994	1	3	8	4	1	3
ENST00000861995	1	0	0	0	0	1
ENST00000861996	1	0	1	0	1	1
ENST00000861997	3	7	6	10	2	6
ENST00000862000	0	0	0	2	0	0
ENST00000862002	449.75899	476.81206	425.01389	307.28285	158.65374	327.54748
ENST00000862003	4	2	2	0	1	0
ENST00000862004	46	39	26	13	3	5
ENST00000862005	0	3	0	0	0	0
ENST00000862006	2	2	1	0	0	1
ENST00000862007	2	1	1	0	1	0
ENST00000862008	2	3	1	0	0	0
ENST00000862009	3.14126	1.6309	0	20.03819	0.00015	3.70254
ENST00000862014	12	7	19	5	0	0
ENST00000862015	1	2	0	2	0	0
ENST00000862016	1	4	7	1	2	1
ENST00000862017	1	0	0	1	1	0
ENST00000862019	1	0	0	0	1	0
ENST00000862020	0	0	4	0	1	0
ENST00000862021	0	0	1	0	0	0
ENST00000862022	1	1	0	0	0	0
ENST00000862023	1	3	0	0	0	0
ENST00000862024	19.62503	22.32266	13.44307	4.74788	0	6.01645
ENST00000862028	1	0	0	0	0	1
ENST00000862029	1	0	0	2	0	3
ENST00000862031	0	0	1	0	0	0
ENST00000862032	0	1	2	1	0	1
ENST00000862034	0	1	1	1	0	0
ENST00000862035	0	0	3	1	0	0
ENST00000862036	1	3	0	0	0	0
ENST00000862039	2	4	4	4	1	0
ENST00000862040	0	1	2	0	0	0
ENST00000862041	2	1	2	2	3	2
ENST00000862042	2	0	0	0	0	0
ENST00000862044	0	2	2	0	1	0
ENST00000862045	6	9	6	5	0	1
ENST00000862046	0	0	0	0	1	0
ENST00000862047	2	2	2	1	1	1
ENST00000862048	1	3	3	2	2	2
ENST00000862050	0	1	0	0	0	0
ENST00000862051	0	1	0	0	0	0
ENST00000862052	1	3	0	0	0	0
ENST00000862056	0	0	1	0	0	0
ENST00000862057	1.83734	1.54848	1	5.63465	6	3.81836
ENST00000862058	2.42507	0.14204	1.79992	1.86477	0	0.32469
ENST00000862064	0	0	0	0	1	0
ENST00000862065	0	0	0	3.99999	1.59937	3
ENST00000862066	10	8	10	7	4	5
ENST00000862068	0	0	0	0	1	1
ENST00000862069	947	938	887	1138	930	1379
ENST00000862070	7	14	7	12	3	7
ENST00000862072	2	3	1	0	4	0
ENST00000862073	117	99	101	107	72	128
ENST00000862074	1	0	0	0	0	0
ENST00000862075	3	3	1	2	8	2
ENST00000862076	0	3	2	0	0	2
ENST00000862077	1	7	3	10	2	6
ENST00000862078	115	103	111	85	66	121
ENST00000862079	0	0	0	0	1	0
ENST00000862080	2	4	2	1	5	5
ENST00000862091	0	1	3	0	0	0
ENST00000862129	0	0	0	0	0	1
ENST00000862130	0	0	1	2	0	0
ENST00000862131	2	3	1	0	0	0
ENST00000862134	6	5	1	4	2	1
ENST00000862137	1	1	1	0	0	0
ENST00000862138	0	0	0	1	0	0
ENST00000862148	0.08986	0.643	0.19407	0	0	0
ENST00000862149	0.00027	0.00034	0.00054	0.0017	3e-04	0.00062
ENST00000862150	227	239	170	493	283	369
ENST00000862152	2	4	3	1	0	1
ENST00000862153	2	4	2	1	2	0
ENST00000862154	0	0	1	0	0	0
ENST00000862157	0	0	0	2	0	1
ENST00000862158	0	1	0	0	0	1
ENST00000862162	27	28	36	41	28	45
ENST00000862163	57	62	74	47	31	38
ENST00000862164	5	10	6	18	21	12
ENST00000862166	1	5	7	1	1	0
ENST00000862167	0	0	0	0	1	0
ENST00000862168	0	0	0	1	0	0
ENST00000862169	3	6	1	3	1	4
ENST00000862170	1	0	0	0	0	0
ENST00000862174	4	0	0	0	0	0
ENST00000862176	1	0	0	0	0	0
ENST00000862179	0	1	0	0	0	0
ENST00000862180	0	2	0	0	0	0
ENST00000862184	0	0	0	0	0	2
ENST00000862194	2	1	1	0	0	0
ENST00000862198	6	8	10	2	0	1
ENST00000862203	0	0	1	0	0	0
ENST00000862204	0.46207	8.97619	0.19948	4	0	0.41279
ENST00000862205	11	13	17	11	3	6
ENST00000862206	9	7	3	0	0	0
ENST00000862207	1	3	3	5	1	2
ENST00000862208	22	20	21	0	0	0
ENST00000862209	3	2	1	0	0	0
ENST00000862212	2	3	5	0	0	0
ENST00000862213	8	7	8	0	0	0
ENST00000862215	0	1	0	0	0	0
ENST00000862221	49	48	39.75079	37	13	30
ENST00000862222	1	4	3	1	1	2
ENST00000862224	0	0	0	0	0	1
ENST00000862226	0	1	1	4	0	1
ENST00000862227	0	0	1	0	0	0
ENST00000862228	0	0	0	0	1	0
ENST00000862229	0	1	0	0	0	0
ENST00000862230	0	0	0.62057	0.06888	0	0
ENST00000862232	1	2	0	0	1	5
ENST00000862239	7	7	1	9	6	3
ENST00000862240	1	0	2	1	3	3
ENST00000862241	53	57	42	58	34	65
ENST00000862251	2	2	4	0	0	1
ENST00000862252	1	0	0	0	0	0
ENST00000862253	1	0	0	0	0	1
ENST00000862257	0	0	0	0	0	2
ENST00000862258	0	0	0	0	0	1
ENST00000862263	11	0	0	0	0.51953	3.91051
ENST00000862264	1	2	2	0	0	0
ENST00000862270	0	0	1	0	0	1
ENST00000862278	0	1	0	0	0	0
ENST00000862279	0	1	0	0	0	0
ENST00000862288	3	9	1	0	0	3
ENST00000862289	2	0	0	2	1	1
ENST00000862292	0	0	0	2	0	0
ENST00000862300	1	0	0	0	0	0
ENST00000862308	6	11	4	6	3	4
ENST00000862309	1	0	0	1	1	0
ENST00000862311	2	0	0	0	0	0
ENST00000862312	0	0	0	3	0	0
ENST00000862314	0	1	0	0	0	1
ENST00000862320	5	8	2	8	1.89313	8
ENST00000862321	1	1	2	0	1	0
ENST00000862322	5	6	5	8	1	3
ENST00000862323	3	5	3	8	0	4
ENST00000862325	0	1.56888	0	0	0	0
ENST00000862326	3	2	3	0	1	0
ENST00000862331	1	0	0	0	0	1
ENST00000862332	3	3	1	1	1	0
ENST00000862333	0	0	2	0	0	0
ENST00000862334	0	0	3	0	1	0
ENST00000862335	3	1	4	0	1	3
ENST00000862336	1	1	3	2	0	2
ENST00000862337	5	2	1	0	0	4
ENST00000862338	4	0	1	0	0	0
ENST00000862339	1	0	0	1	2	1
ENST00000862340	0	1	0	0	0	3
ENST00000862341	0	0	1	0	0	0
ENST00000862342	36	34	26	29	6	24
ENST00000862343	0	0	0	0	3	0
ENST00000862344	0	2	0	0	0	0
ENST00000862345	0	0	1	0	0	0
ENST00000862346	2	0	0	0	0	0
ENST00000862347	0	1	0	0	0	0
ENST00000862349	0	0	0	0	0	1
ENST00000862353	0	0	1	0	0	0
ENST00000862354	2.81375	0.80915	2	2	1.12954	6.19343
ENST00000862355	5.68683	3.81697	6e-05	25.82055	315.68633	6.12496
ENST00000862356	1	0	0	0	0	0
ENST00000862361	0	0	1	0	0	0
ENST00000862362	1	0	0	0	0	0
ENST00000862363	0	0	0	1	0	0
ENST00000862366	1	0	0	0	0	0
ENST00000862368	1	0	0	0	0	1
ENST00000862369	1	0	0	0	0	0
ENST00000862370	1	0	0	0	0	0
ENST00000862371	0	0	1	0	0	1
ENST00000862372	0	1	0	0	0	0
ENST00000862374	1	0	0	0	0	1
ENST00000862379	0	0	1	0	0	0
ENST00000862385	0	1	1	0	0	1
ENST00000862387	1	0	0	0	0	0
ENST00000862389	0	0	1	0	0	0
ENST00000862392	0	0	0	1	0	1
ENST00000862393	0	0	0	1	0	2
ENST00000862395	0	0	1	0	0	1
ENST00000862396	0	0	0	1	0	0
ENST00000862397	0	0	0	3	1	0
ENST00000862399	0.5	0.5	0	0	0	0
ENST00000862407	2	6	2	0	1	1
ENST00000862408	23	21	42	2	3	5
ENST00000862413	108	113	104	83	66	87
ENST00000862414	2	4	4	0	1	1
ENST00000862416	23	13	9	6	9	4
ENST00000862417	61	42	46	30	46	35
ENST00000862418	27	14	21	22	9	21
ENST00000862419	2	7	5	4	5	5
ENST00000862420	0	0	0	1	0	0
ENST00000862421	3	8	3	2	2	5
ENST00000862422	16	22	13	5	0	4
ENST00000862423	0	0	0	1	0	0
ENST00000862424	1	0	1	0	0	0
ENST00000862426	7	4	2	1	1	2
ENST00000862427	1	3	3	6	2	1
ENST00000862432	1	2	1	0	1	3
ENST00000862434	3	1	1	2	0	0
ENST00000862435	14	12	13	15	4	13
ENST00000862436	1	0	3	0	0	1
ENST00000862437	0	0	0	1	0	1
ENST00000862438	0	1	1	0	0	2
ENST00000862439	1	0	0	0	0	0
ENST00000862440	0	1	2	0	0	3
ENST00000862444	0	1	3	0	0	0
ENST00000862446	0	0	0	0	2	1
ENST00000862447	0	0	0	0	0	1
ENST00000862448	0	0	0	1	0	0
ENST00000862449	0	1	0	0	1	1
ENST00000862461	1	0	0	1	0	1
ENST00000862464	0	0	1	0	0	2
ENST00000862465	0	0	0	0	0	3
ENST00000862466	0	2	0	1	1	2
ENST00000862472	1	0	1	0	0	0
ENST00000862474	2	0	0	1	1	3
ENST00000862475	6.27666	5.5	0	0	0	0
ENST00000862476	1	0	0	0	1	2
ENST00000862478	385.99999	1.11714	342	159	95	176
ENST00000862479	0	18.95836	0	0	0	0
ENST00000862480	2	0	0	0	0	0
ENST00000862483	3	0	0	0	0	0
ENST00000862484	0	3	0	0	0	0
ENST00000862487	1	2	0	0	0	1
ENST00000862489	0	1	0	0	0	0
ENST00000862493	4	7	5	6	1	5
ENST00000862494	2	1	0	0	0	0
ENST00000862495	6	2	2	4	0	1
ENST00000862496	1	0	0	0	0	0
ENST00000862497	1	0	0	1	0	0
ENST00000862499	1	0	0	0	0	0
ENST00000862500	0	1	0	0	0	0
ENST00000862501	2	0	0	0	0	0
ENST00000862507	1	0	0	0	0	0
ENST00000862510	0	0	1	0	0	1
ENST00000862520	1	0	0	0	0	0
ENST00000862521	0	0	1	0	0	0
ENST00000862526	0	0	1	0	0	0
ENST00000862528	0	0	0	1e-05	0	0.26197
ENST00000862559	1	3	2	0	0	2
ENST00000862561	0	0	2	0	0	0
ENST00000862562	6	3	1	0	1	1
ENST00000862563	0	2	0	0	0	0
ENST00000862565	0	0	1	0	0	0
ENST00000862566	0	0	0	0	1	0
ENST00000862569	0	0	2	0	0	0
ENST00000862570	6	2	5	4	5	4
ENST00000862571	33	28	39	52	22	49
ENST00000862572	2	3	5	1	0	1
ENST00000862573	0	1	0	0	0	0
ENST00000862579	0	1	0	0	1	1
ENST00000862580	7	0	4	0	0	0
ENST00000862581	0	0	0	0	0	1
ENST00000862583	1	2	4	2	0	1
ENST00000862588	5.44347	6.41459	13	6.00594	3.51346	4.5
ENST00000862589	0	0	1	0	0	0
ENST00000862590	0	0	0	0	0	2
ENST00000862592	1	0	0	1	0	1
ENST00000862593	0	2	0	0	0	1
ENST00000862597	5	11	8	17	11	27
ENST00000862599	0	2	1	0	0	0
ENST00000862601	0	1	0	0	0	2
ENST00000862602	1	0	0	0	1	0
ENST00000862606	2	1	1	0	0	0
ENST00000862618	0	0	1	0	0	0
ENST00000862619	2	3	1	1	1	0
ENST00000862620	4	2	1	0	0	0
ENST00000862621	1	2	1	0	0	0
ENST00000862625	6	1	2	0	0	0
ENST00000862626	1	1.32244	0	0	0	0
ENST00000862636	8	9	8	7	4	3
ENST00000862637	11	15	8	7	5	10
ENST00000862638	4	0	0	0	0	0
ENST00000862639	2	5	3	1	3	4
ENST00000862640	1	0	0	0	3	1
ENST00000862641	0.72935	0	0	0.27218	0	0
ENST00000862644	0	0	1	0	0	0
ENST00000862645	0	0	0	1	0	0
ENST00000862646	0	1	0	0	0	0
ENST00000862647	0	1	0	0	0	0
ENST00000862648	2	1	0	0	1	3
ENST00000862654	0	1	1	0	1	0
ENST00000862662	0	0	0	1	0	0
ENST00000862664	1	0	1	0	0	0
ENST00000862677	0.96033	0	0	0	0	0
ENST00000862683	6	6	7	15	16	25
ENST00000862684	1	0	0	0	0	2
ENST00000862685	1	0	3	7	0	8e-05
ENST00000862686	0	1	0	2	2	0
ENST00000862713	16	16	11	24	8	23
ENST00000862714	9	8	10	12	6	8
ENST00000862715	0	2	1	0	0	0
ENST00000862716	3	3	4	1	0	2
ENST00000862717	20	14	15	8	4	9
ENST00000862718	0	0.72869	3.69332	1	0	1
ENST00000862719	3.69146	0	5.90754	0	2.67786	2.45117
ENST00000862721	37.89176	49.87481	41.0119	19	7	16
ENST00000862722	3	1	0	0	0	0
ENST00000862723	1	1	0	0	0	0
ENST00000862725	2	0.13681	1.9783	0.71863	2	0.05585
ENST00000862727	0	3	1	0	0	0
ENST00000862732	2	0	1	0	0	0
ENST00000862733	1	0	0	1	0	0
ENST00000862737	0	2	1	0	0	0
ENST00000862738	0	1	1	0	0	0
ENST00000862739	0	1	0	0	0	0
ENST00000862740	0	0	0	1	2	1
ENST00000862750	3	0	2	0	0	0
ENST00000862753	1	0	2	0	0	0
ENST00000862754	2	3	3	5	1	1
ENST00000862757	1	0	0	0	0	0
ENST00000862759	3	2	3	1	0	1
ENST00000862761	1	0	0	0	0	1
ENST00000862764	24	21	30	6	7	6
ENST00000862765	0	0	0	0	0.06089	0.004
ENST00000862766	1	7	3	0	0	0
ENST00000862769	0	2	0	0	0	0
ENST00000862771	0	1	0	0	0	0
ENST00000862772	2	5	6	0	0	0
ENST00000862773	8	11	20	0	1	5
ENST00000862774	2	1	0	0	0	0
ENST00000862775	8	7	4	0	1	0
ENST00000862776	2	2	8	1	0	0
ENST00000862777	2	2	1	0	0	0
ENST00000862779	4.3744	5	1.66016	0	0	0
ENST00000862780	2	2	0	0	0	0
ENST00000862781	0	1	0	0	0	0
ENST00000862783	0	0.13335	0.23715	0	0	0
ENST00000862784	24	14	15	6	2	15
ENST00000862785	0	1	3	0	0	3
ENST00000862786	0	1	0	1	1	0
ENST00000862788	2	0	1	0	0	0
ENST00000862789	0	0	0	0	0	1
ENST00000862799	67	73	64	79	50	104
ENST00000862800	0	1	0	0	0	0
ENST00000862801	3	6	5	12	6	14
ENST00000862803	0.17117	0.80003	0	0	1	0
ENST00000862804	1	0	2	0	0	0
ENST00000862808	0	0	3	1	0	0
ENST00000862809	3	2	2	0	0	0
ENST00000862819	0	0	0	1	0	0
ENST00000862825	3	4	2	2	0	3
ENST00000862833	0	0	0	1	0	1
ENST00000862861	1	0	0	0	0	0
ENST00000862867	2	1	0	0	0	1
ENST00000862868	1	0	2	0	2	0
ENST00000862869	0	0	0	2	0	2
ENST00000862875	5	6	4	1.5	0.5	8
ENST00000862877	1	1.9985	0	0	0	2
ENST00000862878	0.5	2	1	1.5	0	7
ENST00000862879	0	1	0	0	0	0
ENST00000862881	0	0	0.9591	0	0	0
ENST00000862883	3	11	9	10	2	8
ENST00000862884	17	9	11	5	3	5
ENST00000862888	0	5	1	1	0	2
ENST00000862889	1	2	0	0	0	0
ENST00000862891	0	1	0	0	0	0
ENST00000862892	0	0	1	1	0	0
ENST00000862893	0	3	0	0	0	0
ENST00000862894	3	0	0	0	0	0
ENST00000862897	33	23	25	3	1	7
ENST00000862898	2	1	5	0	1	2
ENST00000862899	1	0.00011	3	2	0	1
ENST00000862900	0	1	0	0	0	0
ENST00000862902	3	2	3	0	0	0
ENST00000862903	1	0	0	0	0	0
ENST00000862904	0	0	0	1	0	0
ENST00000862906	1	2	2	1	0	1
ENST00000862910	2	2	6	0	2	4
ENST00000862911	1	0	0	0	0	0
ENST00000862913	0	1	0	0	1	0
ENST00000862915	0.70833	3.99998	1e-05	0.3571	0	1
ENST00000862917	0.64584	0	1.99999	0	0	0
ENST00000862918	0	0.5	0	0	0.28125	0
ENST00000862923	25.15943	18.7568	85.1549	16.47978	11.62676	63.62127
ENST00000862925	0	0	0	0	0	2
ENST00000862927	0	0	0	0	1	0
ENST00000862936	0	0	0	0	0	1
ENST00000862939	1	3	0	1	2	1
ENST00000862940	1	0	0	0	0	0
ENST00000862941	0	1	0	0	0	0
ENST00000862943	0	2	0	4	1	3
ENST00000862944	30	41	36	12	6.99289	13
ENST00000862946	0	0	2	0	0	1
