GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENSG00000290546	9	18.00001	30	26.99999	28	21
ENSG00000290547	0	0	0	0	1	0
ENSG00000290548	114.99999	34	69.99999	47	59	65.00001
ENSG00000290549	7.00005	9	15	301	307.99997	305
ENSG00000290551	0	0	0	0	0	1
ENSG00000290553	0	0	0	3	0	10
ENSG00000290554	3	0	1	8	6	7
ENSG00000290555	34.99999	85.00001	86.00001	95.99997	134.00001	145
ENSG00000290556	10	4	10	5	9	4
ENSG00000290559	11.99999	10	5	108	116.00001	101.00001
ENSG00000290560	72	33	64	71	94	64
ENSG00000290563	0	0	0	2	3	1
ENSG00000290564	1	0	0	2	4.99999	4
ENSG00000290565	2.00001	0	0	0	0	0
ENSG00000290567	5	4	7	14	16	11
ENSG00000290569	106.00001	181.00001	212.00002	463.99999	540.99998	410
ENSG00000290573	2	4	4	34	38.00001	17
ENSG00000290574	0	1.99999	5	2	4	12
ENSG00000290576	22	17	30	28	30.00001	28
ENSG00000290577	0	0	0	0	0	1
ENSG00000290578	59	61	72.00001	72	94	68
ENSG00000290579	5	0	1	50.99999	67	56
ENSG00000290581	0	1	1	0	0	0
ENSG00000290584	15	14	18	1	2	2
ENSG00000290585	14	17.99999	21	35	46	30.99999
ENSG00000290586	0	0	0	13.00002	10.99999	19.00001
ENSG00000290587	0	1	0	1	0	0
ENSG00000290588	50	38.00001	52	87.99999	106	98
ENSG00000290596	4	1	5	0	0	0
ENSG00000290597	0	0	3	0	1.99999	0
ENSG00000290600	1	2	2	3	6	1
ENSG00000290603	6	2	2	15	18	18
ENSG00000290604	0	1	0	3	8	3
ENSG00000290609	4	4	2	3	4	2
ENSG00000290611	1	1	0	1	0	0
ENSG00000290613	0	0	0	0	1	1
ENSG00000290614	0	0	0	2	0	0
ENSG00000290615	1	0	0	0	0	0
ENSG00000290618	3	1	6	20	16	9
ENSG00000290642	0	1	1	7	0	1
ENSG00000290643	61	12	19	1	0	0
ENSG00000290644	46.99999	37	71	92.00001	50	61
ENSG00000290646	3	0	4	4	1	2
ENSG00000290651	0	0	0	2	0	0
ENSG00000290656	12	5	12	0	1	1
ENSG00000290657	1166.99999	1623	1742	0	0	0.99999
ENSG00000290660	0	0	0	229.99999	239	222
ENSG00000290662	0	0	1	56	54	46
ENSG00000290663	0	0	1	1	0	1
ENSG00000290665	0	0	0	0	4	3
ENSG00000290667	0	0	0	1	3	1
ENSG00000290671	4	0	0	13	12	6
ENSG00000290673	0	0	0	9	5	14
ENSG00000290674	4	5	4	3	4	2
ENSG00000290676	0	0	0	0	0	1
ENSG00000290677	0	0	0	74	80	95
ENSG00000290678	61	33	34.99999	9	6	15
ENSG00000290679	17	15	24	6	7	8
ENSG00000290683	72	153.99999	207.99999	330	355	341
ENSG00000290684	0	0	0	0	1	0
ENSG00000290685	0	1	0	0	0	0
ENSG00000290687	28	9	10	49	38	53
ENSG00000290688	5	0	1	11.99999	8.00001	10
ENSG00000290689	60	53.99999	52	44	57	51
ENSG00000290690	0	1	0	15	8	18.99999
ENSG00000290691	0	0	0	4	5	2
ENSG00000290692	136.99999	132	131.99999	58	46	30
ENSG00000290693	24	9	19	5	19.99999	3
ENSG00000290696	4	0	1	1	2	0
ENSG00000290700	0	1	1	0	0	1
ENSG00000290701	1	0	0	1	0	4
ENSG00000290705	0	0	10	0	1	2
ENSG00000290706	3	2	4	1	0	1
ENSG00000290707	0	0	1	0	0	0
ENSG00000290710	30.99999	37.00001	61.99999	52	55	64.99999
ENSG00000290711	243	204	268.99999	98	84	88
ENSG00000290712	442	283	499	56	95	56
ENSG00000290713	1	0	0	2	5	4
ENSG00000290714	2	2	0	0.99999	4	4
ENSG00000290715	4	0	0	0	1	0
ENSG00000290717	12.00001	15.00001	15	38	37.00001	36.99998
ENSG00000290718	2	0	1	5	13	10.99999
ENSG00000290719	0	0	0	1	0	0
ENSG00000290720	154	136.99999	201	1456	1265	1332.99999
ENSG00000290722	6	10.00001	21	143	107	102
ENSG00000290723	0	3	2	33	34	33
ENSG00000290726	0	0	0	0	0	1
ENSG00000290727	0	0	1	1	1	2
ENSG00000290728	11	0	34	70	86	56
ENSG00000290729	20	8	13	47	59.99999	72
ENSG00000290730	0	0	0	2	5	6
ENSG00000290731	0	0	0	7	9	12
ENSG00000290732	0	0	0	2	3	1
ENSG00000290733	0	3	0	1	4	2
ENSG00000290735	0	0	0	38	11	230
ENSG00000290737	1	1	11	0	1	9
ENSG00000290738	9	5	15	25	20.00001	10
ENSG00000290739	2	1	0	0	0	1
ENSG00000290740	0	0	0	1	1	3
ENSG00000290742	0	0	0	0	0	1
ENSG00000290746	194	231	288	527	559	552.00001
ENSG00000290748	0	1	0	0	0	0
ENSG00000290755	1	0	0	0	0	0
ENSG00000290756	3	1	2	0	1	0
ENSG00000290757	0	0	0	1	0	0
ENSG00000290758	203	176.00001	246.00002	372	439.99996	401.99999
ENSG00000290760	3	0	2	30.99998	35	39.00001
ENSG00000290762	23	32.99999	24.99999	42	15	7
ENSG00000290763	18	26	40	151.00002	216	159.00001
ENSG00000290764	3	3	1	1	2	0
ENSG00000290767	0	0	0	1	4	6
ENSG00000290769	0	0	1	0	0	0
ENSG00000290770	141.99999	106	199.00001	219	244	145.00001
ENSG00000290773	0	0	0	1	1	0
ENSG00000290775	89	120	174	488	555	481
ENSG00000290777	0	0	0	0	1	2
ENSG00000290778	0	0	7	0	0	1
ENSG00000290780	1	0	3	10	1	0
ENSG00000290782	31	28.99999	56	80	78.99999	78.00001
ENSG00000290783	1	0	0	1	2	1
ENSG00000290786	3	2	1	56	75	52
ENSG00000290788	0	0	0	0	1	1
ENSG00000290789	15	164	13	96	101	97
ENSG00000290790	0	0	0	0	2	0
ENSG00000290791	1414	1832	2191	3676	3643	3313
ENSG00000290792	148	115	232	465	535	441
ENSG00000290793	7	2	6	12	9	6
ENSG00000290795	0	0	0	1	1	1
ENSG00000290796	68	32	37.99999	7	13	8
ENSG00000290797	0	1	0	4	4	11
ENSG00000290798	0	0	0	0	0	1
ENSG00000290799	0	3	0	73.99999	107	114
ENSG00000290802	0	0	0	1	0	1
ENSG00000290803	0	0	0	10	6	4
ENSG00000290805	2	1	0	0	0	0
ENSG00000290806	1	1	0	7	12	5
ENSG00000290807	11	16	8	18	16	20
ENSG00000290808	1	1	3	135.99999	137.00001	154
ENSG00000290810	0	1	2	17	13	18
ENSG00000290812	1	10	8	54	53	69
ENSG00000290817	2	0	3	0	0	0
ENSG00000290821	0	0	2	0	0	0
ENSG00000290823	443	432	375	429.99998	400.00001	408.99999
ENSG00000290824	3	1	3	4	4	4
ENSG00000290825	1	1	0.99999	1	1	2
ENSG00000290827	0	0	1	0	0	1
ENSG00000290829	4	9	10	32	41	36
ENSG00000290830	89	108.00001	115.99999	308	289.99999	291
ENSG00000290831	385.99997	291.99999	382	319	133	285.00001
ENSG00000290832	442.99997	222.99998	374	378.00001	466	417
ENSG00000290833	181	90	214.99999	278	235	298.00001
ENSG00000290834	84	25	57	25	63	35
ENSG00000290835	110	65	118	207	171.99999	199
ENSG00000290836	1	1	0	1	1	0
ENSG00000290837	225	235	397	367	349	336
ENSG00000290838	2	0	3	2	3	7
ENSG00000290839	2	2	2	9	10	3
ENSG00000290842	12	13	5	14	13	15
ENSG00000290846	3049.00001	3412	5024	2159.00002	2525.00001	2245
ENSG00000290847	0	0	1	0	0	0
ENSG00000290848	26	31	50	20	11	22
ENSG00000290849	319	188	377	362	490	415
ENSG00000290850	2	4	1	6	6	2
ENSG00000290851	6	0	4	8	8	4
ENSG00000290853	0	0	0	0	1	0
ENSG00000290854	34.00001	28	73	90	86	59
ENSG00000290858	1136	1086.99999	1297	852	967	20
ENSG00000290860	77	65.99999	113.00001	95	95	116.99999
ENSG00000290861	4	0	3	2	0	0
ENSG00000290862	0	7	4	1	2	0
ENSG00000290864	0	0	1	0	0	0
ENSG00000290865	45	25	53	33	39	49
ENSG00000290866	7	5	0	21	29	16
ENSG00000290867	58	61	95.99997	217	198.99998	166.99999
ENSG00000290870	1	11	3	24	12	32
ENSG00000290871	861	432	653.99999	681.99999	782.99999	529.00001
ENSG00000290873	21	15	8	96	98	91
ENSG00000290875	31	58	60	56.00002	62.00001	57
ENSG00000290876	0	2.00001	0	56.00001	60	48.00001
ENSG00000290877	6.00001	5	4.99999	57	52	40.99999
ENSG00000290878	0	0	0	1	0	3
ENSG00000290879	0	0	0	1	0	2
ENSG00000290880	5	0	2	15	6	3
ENSG00000290882	0	0	0	1	0	0
ENSG00000290883	27	24	26	22	41.00001	28
ENSG00000290885	3	0	3	27.00001	11.99999	17
ENSG00000290886	0	0	0	0	0	1
ENSG00000290888	1	0	0	11	13	10
ENSG00000290890	68.00003	57.00001	91	70	97.99999	68
ENSG00000290891	0	0	0	1	0	0
ENSG00000290894	1	0	1	2	3	1
ENSG00000290895	0	0	0	2	0	2
ENSG00000290896	0	0	1	0	0	0
ENSG00000290897	28	0	29	4	5	3
ENSG00000290898	1	5	8	5	1	0
ENSG00000290900	0	0	0	2.00001	0	0
ENSG00000290901	0	1	0	0	0	0
ENSG00000290902	3	0	0	0	0	3
ENSG00000290904	0	0	2	1	2	1
ENSG00000290906	2	3	9	1	3	9
ENSG00000290907	0	0	1	1	4	1
ENSG00000290908	154	72	91	64	42	49
ENSG00000290911	0	1	1	14	13	12.00001
ENSG00000290912	6	17	15.00001	16	18.00001	18
ENSG00000290913	50	52	60	58	71	72
ENSG00000290914	0	0	0	1	3	2
ENSG00000290915	181	130	191	242	176	206
ENSG00000290916	18	36	23.00001	63	73.00001	59
ENSG00000290917	6	1	5	12	18.99999	13
ENSG00000290919	15	6	12	12	17	7
ENSG00000290920	25	35	20	55.00001	45.99999	55
ENSG00000290921	9	12	21	28	17	38
ENSG00000290922	0	0	0	13	16	10
ENSG00000290923	14	14	29	45	71	26
ENSG00000290924	23	31.00001	31.00001	52.99999	82.99999	49.00001
ENSG00000290925	0	0	0	0	2	6
ENSG00000290926	252.00002	246.00001	367.99998	587.99999	773.00001	599.00002
ENSG00000290927	29.99998	38.99999	42	77.00001	62.00001	75.00003
ENSG00000290928	111.99999	108.99998	147	115	107.00001	97.99999
ENSG00000290930	16.00001	19	31	151.00001	137	156.00001
ENSG00000290931	10	8	8.99999	263	300.99998	249.99997
ENSG00000290932	0	0	0	0	0	2
ENSG00000290933	2	0	0	0	0	0
ENSG00000290934	0	0	0	0	1	0
ENSG00000290935	0	1	0	0	0	0
ENSG00000290937	56	116.00001	166	294.99999	247.99999	347
ENSG00000290938	7.99999	1	2	35.00003	75	40.99999
ENSG00000290939	0	0	0	0	1	0
ENSG00000290940	32	55.99999	63.99999	102	121.99997	131.99999
ENSG00000290941	0	0	0	1	0	0
ENSG00000290943	107	107	120.00001	86	106	75
ENSG00000290945	47.99999	42.99998	70.00003	58	54.99997	57.99996
ENSG00000290946	0	0	0	4	8	4
ENSG00000290947	0	2	0	0	1	0
ENSG00000290948	267	243.00001	274.00001	156	184.99999	179.00001
ENSG00000290949	1	1.99999	3	1	0	1
ENSG00000290950	0	0	0	0	2	0
ENSG00000290951	303	187	310	216.99999	313.00001	257
ENSG00000290952	1	0	0	0	0	0
ENSG00000290956	2	1	10	68	28	81
ENSG00000290957	134.99999	128	126.99999	76	52	57
ENSG00000290960	2	0	0	123.00001	120.00003	111.99998
ENSG00000290961	24.99999	12	8	20.00001	16	23.00001
ENSG00000290963	0	0	0	0	1	0
ENSG00000290964	0	0	2	0	0	0
ENSG00000290965	0	0	1	0	3	1
ENSG00000290966	67	38	75	61	28	26
ENSG00000290967	2	2	12	0	3	6
ENSG00000290970	0	0	0	2	0	1
ENSG00000290971	0	3	0	10	5	6
ENSG00000290972	3	1	0	5	2	7
ENSG00000290975	0	0	0	0	1	0
ENSG00000290976	0	0	0	82	106	67
ENSG00000290977	0	0	0	1.00002	0	0
ENSG00000290978	13	7	22	77	76	62.00001
ENSG00000290980	0	4.99999	5	2	0	0
ENSG00000290981	0	0	1	0	2	0
ENSG00000290982	0	0	0	0	1	0
ENSG00000290983	270	208	306	96	91	106
ENSG00000290987	0	0	0	6	2	0
ENSG00000290988	0	0	0	65	76	45
ENSG00000290989	67.99995	111.99999	115	187.99999	179.99998	204.99999
ENSG00000290993	602.99999	260.00001	554.00001	214	242.99999	236.00001
ENSG00000290994	317.99998	458	535.00001	332.99999	340	337
ENSG00000290995	19	29	46	55.99999	47.00001	76.99999
ENSG00000290997	0	0	6	13	18	23
ENSG00000290999	3	0	4	6	1	0
ENSG00000291000	0	0	0	1	1	0
ENSG00000291002	0	0	0	1	0	1
ENSG00000291003	17	25.00001	37	116.99999	128.99999	119.00001
ENSG00000291005	20	4	16	13	26	4
ENSG00000291006	8	27	25	17	32	12
ENSG00000291007	1	1	0	6	4	3
ENSG00000291008	221	120	202	111	112	117
ENSG00000291009	0	0	0	0	1	0
ENSG00000291010	17.99998	23	25.99999	35	23.99999	52
ENSG00000291012	24	7	35.99999	45	49	45.00001
ENSG00000291013	0	1	1	2	1	1
ENSG00000291014	0	0	1	9	13	13
ENSG00000291015	113	95	148.99999	165	230.99999	153
ENSG00000291017	0	0	0	0	1	3
ENSG00000291018	80	73	72	37	73	38
ENSG00000291019	0	0	0	69	80	61
ENSG00000291021	0	0	0	0	0	1
ENSG00000291022	0	3.00001	0	1	3	1
ENSG00000291023	0	1	6	22	30	20
ENSG00000291024	0	1	0	2	1	1
ENSG00000291027	52	26	43.99999	82.99999	90	69.99998
ENSG00000291028	0	2	5	13	15	15
ENSG00000291029	3	6	8	20	23	15
ENSG00000291032	5	5.99999	7	16	11	15
ENSG00000291034	1	0	0	0	0	0
ENSG00000291035	101	85	82.99999	67	85.00001	95
ENSG00000291036	0	2	5	0	2	2
ENSG00000291037	0	0	0	2	0	0
ENSG00000291038	3	3	0	2	0	0
ENSG00000291039	42	35.00001	57	34	41	34
ENSG00000291040	25.99999	41	40.99999	120.99999	100.00001	103.00001
ENSG00000291041	4	13	10	0	2	1
ENSG00000291042	18	9	17	25	28.00001	28
ENSG00000291043	37	22	29	81.00001	81.99999	48
ENSG00000291044	61	51	71.99998	59	66	72.99999
ENSG00000291045	0	0	0	1	1	2
ENSG00000291046	17.00001	38	49	308.00001	284.00001	292.99999
ENSG00000291047	1	1	16	6	4	1
ENSG00000291049	19	26	24.00001	46.00001	41	44.00001
ENSG00000291050	226.99999	250.99999	240	102.00001	154.99999	126
ENSG00000291051	8	15.99997	16.99999	21	48.00002	29
ENSG00000291053	70.00001	70.99999	117.99999	206.99999	215.00002	281
ENSG00000291054	181.99999	188.99999	255.99999	145.99998	166.99999	114
ENSG00000291056	2.00001	1	0.99996	15	18	8
ENSG00000291057	47	86	104.00001	18	27	8
ENSG00000291060	5	13.99999	11	32	11	16
ENSG00000291061	32	52	55.00001	3	1	8.00001
ENSG00000291062	0	0	0	1	12	0
ENSG00000291063	61.99999	63	126	99	118.99999	799.00001
ENSG00000291064	498.00001	719.99999	959.99999	1987.99997	2210.99998	2165.99997
ENSG00000291065	47	39	41.99999	50	54	36
ENSG00000291066	30	33.99999	59.99998	70	86	76.99999
ENSG00000291067	65.00001	108	127	98	120.00001	94
ENSG00000291068	46	93	96	164	173.00001	182
ENSG00000291069	50.00001	19	44	41	12	39
ENSG00000291070	0	0	0	1	0	0
ENSG00000291071	76	116.99997	104	190.00001	204.00001	200.99997
ENSG00000291072	300	198.99999	356.99998	354.00001	388	340.00002
ENSG00000291073	46.00001	45.00002	98.99999	63.99999	82	86.99999
ENSG00000291074	0	2	0	138.99999	243.00001	150
ENSG00000291075	478.00001	411.99999	646.00002	1196.00002	1289.99996	1056.99999
ENSG00000291076	0	4	2	40	51.99999	43
ENSG00000291077	20	34	29	27	35	32
ENSG00000291078	190	242.99999	231	425.99999	362	399.00001
ENSG00000291079	348.99996	396.99999	486.00001	578.99998	621	582.99998
ENSG00000291080	85.00001	80	119	410	369	380.00001
ENSG00000291081	27.00001	32.00001	41	138	141.99999	148.99998
ENSG00000291082	30	22	27	56.99999	68	47
ENSG00000291083	106	152	141	2	3	4
ENSG00000291084	23	21	27.00001	73.00001	50	57
ENSG00000291085	307.99998	339	335.00001	320.99999	339	330.99999
ENSG00000291086	0	0	0	4	0	3
ENSG00000291087	193	253	343	722	623.99999	658.99998
ENSG00000291088	66.99999	69	94.99999	109	140.99998	162.99999
ENSG00000291089	197.00002	141.99999	177	270.99999	293.00001	217
ENSG00000291091	89.99999	135	160.99998	202.00002	223.99997	196.00002
ENSG00000291092	24.00001	13	25	37	61	40.00001
ENSG00000291093	286	320	425.00002	730.99996	768.00001	770.99997
ENSG00000291094	6	5	8	18	11	9
ENSG00000291095	45	42	68	74	144	111.99999
ENSG00000291096	775.99999	813.99999	792.00003	2010.99999	2145	1995.99999
ENSG00000291097	2.99997	7	1	20.00001	13	24
ENSG00000291099	32.00001	53	43.99998	238	241.99998	234
ENSG00000291100	1054.00002	889.99998	1351.99996	1361.99998	1625.00004	1378.99999
ENSG00000291101	324	249.99999	320	293	339	311
ENSG00000291102	200	123.99999	221.99999	345	389.00003	340.99998
ENSG00000291103	1	1	2	8	8	11
ENSG00000291104	8	16	16	17	13	13
ENSG00000291105	32	35	35	5966	7048	6424.99999
ENSG00000291106	96.00001	150	176.99999	414	544	417.00002
ENSG00000291108	0	0	0	1	0	0
ENSG00000291109	1	0	2	0	2	3
ENSG00000291110	409.99998	354	546.99998	657.00001	638	593.99999
ENSG00000291111	1	0	2	0	1	1
ENSG00000291112	35	16	21.99999	102.00002	129	99
ENSG00000291113	916.99999	958	1141.99999	459.00001	533	479.00001
ENSG00000291115	2	1	2	1	0	1
ENSG00000291117	1	0	0	8	11	17
ENSG00000291118	11	11.00001	26	19	19	25
ENSG00000291121	28	21.99997	32.00001	54	48	57
ENSG00000291122	164	122.99998	137.99999	122	98.99999	140.00001
ENSG00000291123	0	3	0	53	266	253
ENSG00000291124	101.99999	116	108	373	278.99999	300
ENSG00000291125	0	0	0	0	1	0
ENSG00000291126	62	59	99	125	154	151.00001
ENSG00000291127	0	0	1	0	0	0
ENSG00000291128	10	6	23	4	7	14
ENSG00000291129	16.99999	6	17	61.00001	70	70.00001
ENSG00000291130	56	123.00001	131.99999	430	504.99998	412
ENSG00000291131	84	62.99999	138.00002	578.00001	657.99999	499.00002
ENSG00000291132	13	29.00003	34.99996	46.99999	44	68.00004
ENSG00000291133	5	3	4	1	0	2
ENSG00000291134	0	2	2	6	4	0
ENSG00000291135	0	0	1	3	3	1
ENSG00000291136	226	177	278.99998	864.99996	861.00003	976.00003
ENSG00000291137	330	143	243.99999	305.00002	316.99996	263.99998
ENSG00000291138	142.00001	194.00001	211.99999	359.00001	510	381
ENSG00000291139	5	2	5	75	203.99999	116
ENSG00000291140	55	91	96	569.00001	532.99999	528
ENSG00000291141	4	2	5	333.99999	418	363.99999
ENSG00000291142	124	123	161	353.99996	393	367.00001
ENSG00000291143	4	10	5	0	0	0
ENSG00000291144	0	0	0	3	6	1
ENSG00000291145	19	21	28	19	12	36
ENSG00000291146	135	114	213	598.00001	656	601
ENSG00000291147	51.00001	63	83.99999	98.00002	107.99998	128.99999
ENSG00000291148	11	19	16.99999	1	0	0
ENSG00000291149	29	39	38.99999	203.00001	212.99998	212.00001
ENSG00000291150	1634.00001	1726.00001	2573	1514	1734	1458
ENSG00000291151	177	178	180	135.00002	118	113.99999
ENSG00000291152	322	451.00001	476	1889	1915.00001	1915.99999
ENSG00000291153	433	606	821.00001	966.99999	828	930.99998
ENSG00000291154	116.99998	105.99999	170	503.00001	548	554.00002
ENSG00000291155	9	6	1	7	9	5
ENSG00000291156	317.99998	478.99999	507	850.99999	1040.00001	980.00001
ENSG00000291158	356.99999	412.00001	487.99998	64	71	66
ENSG00000291159	80.99999	35.00001	60.99999	78.00001	135	82.00001
ENSG00000291164	3	0	0	0	0	0
ENSG00000291166	2	4	3	0	1	0
ENSG00000291167	0	0	0	4	2	0
ENSG00000291168	14	16	11	18	8	63
ENSG00000291169	22	6	1	0	24	0
ENSG00000291170	3	2	2	7	4.99999	8
ENSG00000291171	43.99999	47	88.00001	105	149	103
ENSG00000291172	0	0	0	0	0	1
ENSG00000291173	1	3	1	5	12	5
ENSG00000291174	559.00001	394	813.99998	2759.00001	3531	2751.00004
ENSG00000291175	89	77	119	72.00001	92	68.99998
ENSG00000291176	252.99997	283.00004	317.00002	332.00001	314.00002	335.99996
ENSG00000291177	62.00002	69	123	815.00001	578	482
ENSG00000291178	919.99997	955.00001	1201.99999	2677	3025.99997	2911.00004
ENSG00000291179	47	89	81	69	66	70
ENSG00000291180	0	0	1	5	0	2
ENSG00000291181	48	80	114	166	181.00001	145
ENSG00000291184	2	0	1	85	88	62
ENSG00000291185	9	6	10	63	89	79.99999
ENSG00000291186	315.99999	380	448.99996	412.99998	375.00001	416.99998
ENSG00000291187	3	1	3	1	3	1
ENSG00000291189	46	49	55	10	6	9
ENSG00000291191	0	0	0	2	0	2
ENSG00000291194	2	0	3	9	15	9
ENSG00000291195	0	0	0	0	0	1
ENSG00000291196	33	28	32.99999	1	0.99999	0
ENSG00000291197	1	8	7	0	0	0
ENSG00000291198	0	0.99999	0	0	0	0
ENSG00000291201	18	17	33	30	41.99999	50
ENSG00000291202	70.99999	77	78.99999	160	127.00001	177.00001
ENSG00000291203	87.00001	127	147.00001	234.99999	198	203.99999
ENSG00000291205	0	1	2	2	6	3
ENSG00000291206	0	6	4	62	83	55.00002
ENSG00000291207	132.99999	171.99999	250.99998	600.99998	624.99999	570.00001
ENSG00000291208	45	39	70	142	155	204
ENSG00000291209	2	0	0	2	2	2
ENSG00000291210	448	332.00001	354	161.99999	178.00001	143
ENSG00000291211	1	2	5	1	2	5
ENSG00000291212	0	0	0	4	7	8
ENSG00000291213	38	27.99999	64.99997	71.00001	95.99999	65
ENSG00000291214	248	270	393	854	811	942
ENSG00000291217	0	4	3	1	0	4
ENSG00000291218	9	13	21	26	28	31
ENSG00000291219	1	3	0	3	0	0
ENSG00000291220	202.99999	223	314.99999	336.99998	407	374.99999
ENSG00000291221	16	4	6	9	17	10
ENSG00000291222	0	0	1	7	6	8
ENSG00000291223	352.00002	350	436.99998	896.99998	948.00001	1081
ENSG00000291224	698.00002	450	802.99999	331.00001	505.00001	382.00001
ENSG00000291225	0	0	0	4	6	5
ENSG00000291228	79.00001	75	131.99999	494.99999	370	441
ENSG00000291230	0	1	0	4	2	4
ENSG00000291231	0	1	3	11	11.99997	5
ENSG00000291232	18.00001	12	49	38	31.99999	21
ENSG00000291233	79.99999	74.99999	97	99	110.99999	113.99999
ENSG00000291234	314.00001	301.99999	372.99999	275	317	249.99999
ENSG00000291235	1	0	3	2	3	1
ENSG00000291237	937.99999	1235	1333	5191.99999	5189	4932
ENSG00000291240	0	0	1	0	0	0
ENSG00000291242	0	2	1	93.00001	77.00001	95
ENSG00000291243	0	0	0	0	0	2
ENSG00000291250	6	0	0	1	0	0
ENSG00000291255	0	0	0	0	1	0
ENSG00000291261	0	0	0	0	1	0
ENSG00000291263	8	5.00001	5	2	4	10
ENSG00000291264	0	0.99999	0	0.99999	0.99999	0
ENSG00000291266	77	39	78	249	214	188.99999
ENSG00000291268	0	0	0	1	0	0
ENSG00000291270	0	0	0	0	0	1
ENSG00000291271	0	0	0	1	0	0
ENSG00000291277	1	0	1	1	0	0
ENSG00000291280	2.99999	1.99994	8.00001	1	0	0
ENSG00000291281	0	2	2	3	4	4
ENSG00000291283	4	0	0	8	5	1
ENSG00000291285	0	0	0	2	0	1
ENSG00000291286	0	0	0	3	2	0
ENSG00000291293	0	1	0	0	0	0
ENSG00000291297	0	0	0	0	1	0
ENSG00000291300	4	8.99995	2	155.99999	153	140.00001
ENSG00000291307	1	0	0	0	0	0
ENSG00000291308	0	4	2	2	0	0
ENSG00000291309	0	1	1	0	2	2
ENSG00000291310	1	0	1	0	0	0
ENSG00000291313	0	1	0	0	0	0
ENSG00000291316	9	5	4	4	9	10
ENSG00000291317	267	300.99999	316	182.00001	174	183.99999
ENSG00000291326	0	0	0	4	0	0
ENSG00000291336	0	5	1	4	0	3
ENSG00000291338	4	33	1	1	0	2
ENSG00000292246	1	0	0	0	1	0
ENSG00000292256	140	45	83	75	48	54
ENSG00000292277	4	5	0	0	2	1
ENSG00000292285	2	0	0	0	0	0
ENSG00000292309	0	0	0	3	0	1
ENSG00000292327	41.99999	17	35	28	30.00001	17
ENSG00000292328	0	0	0	0	1	1
ENSG00000292330	0	0	0	34	36	20
ENSG00000292331	1	0	1	4	2	0
ENSG00000292332	32	23	36	36	35	34
ENSG00000292333	1	0	1	0	0	1
ENSG00000292334	11742	14346	17037	7751.99999	8573.00001	8870
ENSG00000292335	0	0	0	1	2	2
ENSG00000292336	0	0	2	0	0	0
ENSG00000292337	0	0	0	7	5	1
ENSG00000292338	238	301.99999	289	320	331.99999	378
ENSG00000292339	369	304.00001	331	212.99999	251	235.99999
ENSG00000292341	11	4	3	1	4	1
ENSG00000292342	39	9	48	8	11	0
ENSG00000292343	114.99999	52	76.99999	64	66	68
ENSG00000292344	36	22	39	49	69	49
ENSG00000292345	110.00001	66	103	93.00001	83	80
ENSG00000292348	2035	2134.00003	2203.99999	2648.99999	3122	2780.00001
ENSG00000292349	3.99999	3	4	12	8.00001	5.00001
ENSG00000292350	0	0	4	2	0	1
ENSG00000292353	1	1	0	0	0	1
ENSG00000292354	0	0	0	0	1	0
ENSG00000292357	39	60	72	10	12	12
ENSG00000292358	663	469.00001	665	200	192	173
ENSG00000292360	14	25.99998	31.99999	28	26	32.99999
ENSG00000292361	0	2	1	1	0	0
ENSG00000292362	23.00001	41.00001	52	112.00001	111	129.00001
ENSG00000292363	38	38	35	43	50	53
ENSG00000292366	145.99999	198	218	388.99999	373.99999	361
ENSG00000292370	0	0	2	1	0	0
ENSG00000292372	143	131.99999	133.99999	73.99999	67	61
ENSG00000292373	0	1	1.99999	0	0	0
ENSG00000292433	0	0	0	3	1	4
ENSG00000292977	3.99999	3.00001	0	3.99999	5.00001	0.99999
ENSG00000292979	94.00001	122.99999	142	244.99999	253	235.00002
ENSG00000292982	20	12.99999	19	38	35.00001	27
ENSG00000292986	585.99997	491.99999	660.99999	1083	1210.99999	1005.00003
ENSG00000292987	0	3	2	2	0	1
ENSG00000292993	13	5	7	12	15	13
ENSG00000292994	3	4	6	78	73	65
ENSG00000292995	0	0	0	3	0	1.99999
ENSG00000292997	498	333	649	348	450	340
ENSG00000292998	16	33	28	0	0	0
ENSG00000293003	1	1	0	1	0	0
ENSG00000293004	4	2	0	12	8	10
ENSG00000293005	0	0	0	0	1	0
ENSG00000293008	41	48	52	24	33	19
ENSG00000293009	0	0	1	0	1	1
ENSG00000293012	0	0	2	0	0	0
ENSG00000293016	9153	9673	12317	7317	8259	6398
ENSG00000293023	0	0	1	1	1	1
ENSG00000293024	1	5	6	3	2	0
ENSG00000293025	64	39	82	84	127.00001	108
ENSG00000293029	2	1	2	1	3	2
ENSG00000293035	0	1	0	1	0	0
ENSG00000293037	6	2	3	1	3	2
ENSG00000293038	2	4	9	1	2	4
ENSG00000293043	0	0	1	0	0	0
ENSG00000293044	7	25	29	2	2	2
ENSG00000293047	1	1	1	24	15	7
ENSG00000293050	149	241	292	129	132	151
ENSG00000293053	0	0	0	0	0	1
ENSG00000293056	6	3	4	4	2	2
ENSG00000293057	953	455	913	335	655	411
ENSG00000293058	2	1	11	0	0	0
ENSG00000293060	1490	732	1025	1097	1246	1149
ENSG00000293062	2	8	6	14	18	16
ENSG00000293063	0	0	0	4	3	2
ENSG00000293064	92	124	167	146	204.99999	195.00001
ENSG00000293066	0	1	0	0	0	0
ENSG00000293075	0	0	0	2	0	1
