GENEID	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENSG00000158571	6.99999	18	12	2	3	0
ENSG00000158578	1	0	2	5	4.00001	2
ENSG00000158604	3063	3205	3163	2239.99999	1623	1760
ENSG00000158615	264	267	248.00001	230	179	151
ENSG00000158623	386	368	325	138	64	112
ENSG00000158636	137.99999	139.99999	101.99998	88.99999	71	74
ENSG00000158639	0	1	0	0	0	0
ENSG00000158669	444	328.99998	384.99999	404.99998	503.00001	291.99999
ENSG00000158683	1.99999	6	3	0.99999	3.00001	0
ENSG00000158691	99.99999	103.99999	102	34	33	32.99999
ENSG00000158710	33242.99998	28861.99997	27231.00001	19731.99998	14909.00002	20881.99999
ENSG00000158711	438.99999	310	413	238	246	183
ENSG00000158714	3	2	4	0	0	0
ENSG00000158715	49	65.99999	55	36	46	42.99999
ENSG00000158716	1539.99999	1719	1449	677.00001	796	751.00001
ENSG00000158717	87.99999	108	102	110.00001	110	95
ENSG00000158747	480	335.99999	437.99996	510.00002	692.99995	401.99999
ENSG00000158764	0	1	0	19	12	48
ENSG00000158769	4013.00001	3448.99999	3592	3159	3004	2575.00001
ENSG00000158773	740.99999	703.00001	686	432	268.99999	446.99999
ENSG00000158786	1	1	1	1	1	11
ENSG00000158792	895	921	1016.99999	2036.00001	2608	2124.99999
ENSG00000158793	1261	1218	1193.99999	1443.00001	1220.99999	1300
ENSG00000158796	777	803.99998	768.99999	692.00001	602.99999	685.99997
ENSG00000158805	143	124	236.00001	88	114	74
ENSG00000158806	78	77	67.99999	147	99.99999	145
ENSG00000158813	29	45.00001	49	38.00001	39	36
ENSG00000158815	0	0	0	0	0	1
ENSG00000158816	2	0	0	0	0	0
ENSG00000158825	2903.99999	2706	2374	2661	1750	2260
ENSG00000158828	440.99999	319	411	299	370	225.99999
ENSG00000158850	1441.99999	1384.99996	1363.99996	2219.00002	2121	2321
ENSG00000158856	122	89.00001	77.99999	194	274.00001	163.00001
ENSG00000158859	6	3	6	0	5	1
ENSG00000158863	300	315	276.99999	400.99999	508.99999	304.00001
ENSG00000158864	5140	4730.99999	4645.99998	4089	3638.99999	4253.00002
ENSG00000158865	4	0	3	0	0	2
ENSG00000158869	27	37	34	0	3	5
ENSG00000158874	7	5	8	3	0	4
ENSG00000158882	230	210	217	155	162	131
ENSG00000158887	46	28.00001	38	2	3	2
ENSG00000158941	374	292	310.00001	315	484	361
ENSG00000158966	8.99999	8	11.99999	2	2	3
ENSG00000158985	642	591.99998	634.99999	349.00001	228.99999	296.00001
ENSG00000158987	122.00001	86	93.00001	67	58	44
ENSG00000159023	460.99999	309.00001	381	339	303.99999	205
ENSG00000159055	1255	1265	1191.99999	665	418.00001	492
ENSG00000159063	1582.00002	1527.00002	1476.00002	1156.99996	935	1245.00001
ENSG00000159069	775.00001	886.00002	844.99999	1410.00001	1531.99999	1283.99999
ENSG00000159079	2552.00001	2385	2442.99999	1644	1203	1446.99999
ENSG00000159082	49	53	52	24	33.99999	16
ENSG00000159086	92.99999	57	83.99999	50	35	30.99999
ENSG00000159110	215	228.99999	191.99999	327	292.99999	288
ENSG00000159111	2134	1996.99999	1953	4443	2982.00001	4526.99999
ENSG00000159128	947	783.99999	813	477.00001	435.00001	455.99999
ENSG00000159131	1000.99999	1037.99999	1048.99999	1019.99998	1091	949
ENSG00000159140	8283.99999	6766	7109	6652	4453	2821
ENSG00000159147	93	56	54.99999	51.99999	75	59.99999
ENSG00000159164	31.00001	18	21.99999	53	49	34
ENSG00000159166	2353.99999	1491.00001	1827	4038	3585	3971.00001
ENSG00000159167	483	335	352	5	4	7
ENSG00000159173	40	14	25	13	16	4
ENSG00000159176	1839	1813.00001	1649.99999	2960.00002	2567.00001	3298.00001
ENSG00000159184	0	0	0	128	91	125
ENSG00000159186	4	2	2	3	6	5
ENSG00000159197	9	2	5	2	0	3
ENSG00000159199	10207.99999	9080	9083	16125.99999	10998.99998	13294.00002
ENSG00000159200	159.00001	159	175	85.99999	78	46.99999
ENSG00000159202	754	680	790.00001	853	1181	615
ENSG00000159208	390	373.99999	333	14.99999	2	3
ENSG00000159210	4058	5328	4269.00001	4504.00001	3960.99998	3950
ENSG00000159214	152.99997	188.99999	153.00001	650.00001	442	475.99997
ENSG00000159216	378	331	324.00001	380	374	272.99999
ENSG00000159217	3	3	11	374	417	272
ENSG00000159224	54	55	57	2	15	6
ENSG00000159228	2774	2679	2455.99999	1578	1014	1244
ENSG00000159231	133	126	113	103	155	82
ENSG00000159239	0	0	0	0	3	0
ENSG00000159251	0	1	0	0	0	0
ENSG00000159256	269	222	271	124	105	116
ENSG00000159259	198.00001	164	153.99999	201	144.99999	158.00001
ENSG00000159261	3	9	0	1	0	0
ENSG00000159263	0	1	0	0	2	0
ENSG00000159267	217.99999	191	162	106	68	84
ENSG00000159289	4	1	1	0	0	0
ENSG00000159314	123.99999	77.99998	111	136.99999	163.99999	106.99999
ENSG00000159322	1905	1816.99998	2057	986	637.99999	824.99999
ENSG00000159335	2602	1703	1870.99999	1298	2283.00001	1284
ENSG00000159337	11	15	10	6	4	8
ENSG00000159339	4	8	4	1	2	0
ENSG00000159346	820	913	772.00001	876	720	829.99998
ENSG00000159348	713.99999	671	632.99999	971.99999	768	927
ENSG00000159352	8977	9029.99998	8871.99999	8146	7061.99999	7751.00002
ENSG00000159363	327.99999	256.99999	306	274.99999	409	220.99999
ENSG00000159374	1	0	1	0	2	2
ENSG00000159377	18839.00001	14017.00001	17303.99999	15944.00002	10960.00001	14412
ENSG00000159387	0	1	1	0	0	0
ENSG00000159388	58	67	57	86	94	58
ENSG00000159398	2	0	1	0	0	0
ENSG00000159399	509	396	488.00001	226.00001	176	143
ENSG00000159403	1520	1236	1380	97	101.99999	114.99999
ENSG00000159409	1	0	1	5	0	1
ENSG00000159423	251	218	251.99999	313	424.99997	350
ENSG00000159433	25	26	22	24	10	16
ENSG00000159445	892.99999	1030.00001	1003	365	219	279
ENSG00000159450	26	13	10	0	0	0
ENSG00000159459	141	153.99999	142.99999	102	88.00001	71
ENSG00000159461	447	364	403.00001	342.99999	486.99999	288
ENSG00000159479	1593	1605	1623	2939.00001	2345	2724
ENSG00000159495	0	0	0	0	0	1
ENSG00000159496	0	0	0	1	0	0
ENSG00000159556	21	22	28	31	64	17
ENSG00000159579	1180.00001	1004	1106.00002	717.99999	440.00001	574.99999
ENSG00000159588	0.99999	0.99999	0.99999	3.99997	0.99999	0
ENSG00000159592	494.99999	425.00001	476.99999	545.99997	417.99999	402
ENSG00000159593	2639.99999	2479.99999	2295.99999	1195	717.99999	1086.00002
ENSG00000159596	913	855.00001	825.99999	2308	1466.99999	2087.99999
ENSG00000159618	5	2	4	1	2	1
ENSG00000159625	1	0	3	4	5.99999	9.00001
ENSG00000159640	32	25	41	50	41	49.00001
ENSG00000159648	340.99999	265	293	1	4	2
ENSG00000159658	451	384.00002	390.00001	566.00001	567	427
ENSG00000159674	5	7	8	6	1	1
ENSG00000159685	912.99999	923	851.00001	1311	949	1159.99999
ENSG00000159692	997.99998	820.99999	1040.99999	1190	1283	920.00001
ENSG00000159708	4	7	2	11	8	8
ENSG00000159713	104	73	69.99999	156	127	163
ENSG00000159714	38	40	37	26.99999	33.99999	43
ENSG00000159720	4431.00002	4182	3981.99998	6561.99999	5670	7023.99998
ENSG00000159723	0	0	0	1	0	0
ENSG00000159733	36	37	44	73	42	51
ENSG00000159753	15	3	4	23	38	6
ENSG00000159761	9	20.00001	12	0	1	8
ENSG00000159784	16	13	4	0	1	0
ENSG00000159788	96	71	104	135	191.99998	88.99999
ENSG00000159792	259	294	286	496	671	435
ENSG00000159840	4182	3885.99999	3642.00001	2202.00001	2743.00001	1874
ENSG00000159842	1833	1447.00001	1634	2425.00001	2393.99999	2099.99999
ENSG00000159860	1	3	0	8	5	6
ENSG00000159871	241	173	193.99999	73.99999	45.99999	55
ENSG00000159873	285.99999	207.00001	230	53.00001	56	55
ENSG00000159882	108	102	97	25.99999	22	23
ENSG00000159884	789	895.00001	831	941	1033.99999	977.00001
ENSG00000159885	123	111	122.99999	32	28	33
ENSG00000159899	17	16	27	18	19	10
ENSG00000159904	1	0	0	0	0	0
ENSG00000159905	313	62	275	20	8	20
ENSG00000159915	31	13	26	10	3	6
ENSG00000159917	78	56.00001	64	22	14	19
ENSG00000159921	520	483	398	1	0	0
ENSG00000159958	8	10	14	11	8	9
ENSG00000160007	273	291	281	269	324	185
ENSG00000160014	4117.99999	3833.99999	3330	4204	3561	3389.00001
ENSG00000160049	2443.99999	2248.00001	2095	4520	3296	2960.99999
ENSG00000160050	213.99999	217	183	220.00001	167	184.00001
ENSG00000160051	49	46	34	33	27	44
ENSG00000160055	187	168	155	250	178	229
ENSG00000160058	307.99999	321	323.00001	324	305	291
ENSG00000160062	247	249	232.00001	63	41	41
ENSG00000160072	84	88	79	124	250	138
ENSG00000160075	3241	3053	2990	3117.99999	2837	2422.00001
ENSG00000160087	613	861.99999	708	723.00001	686.99999	609.00001
ENSG00000160094	167	150	173	156.00001	189	158
ENSG00000160097	0	0	3	0	0	0
ENSG00000160111	26	29	17	7.00001	6	2.99999
ENSG00000160113	689	549	658	1826	2668	1477
ENSG00000160117	6	6	4	3	5.99999	5
ENSG00000160124	1971.00002	1686.00001	1800.99999	1094	965	1170.99998
ENSG00000160131	1300	1121	1090	2721	1671	1670
ENSG00000160145	38.99999	46	37	30	59.00001	38
ENSG00000160161	153.99999	138	157	6	3.99999	3
ENSG00000160172	0	2	1	1	0	0
ENSG00000160179	7	9	8	1	0	2
ENSG00000160182	32	31	23	0	0	0
ENSG00000160183	17	11.00001	15	0	1	1
ENSG00000160185	5	1	2	0	0	0
ENSG00000160188	127	98.00001	112	121.99999	83	74
ENSG00000160190	178.00001	129	137	401.99998	474.00001	351
ENSG00000160191	61.00001	44	42	260.99999	168.99999	220
ENSG00000160193	1675.99999	1616.00001	1653.00001	1155.00002	866.99999	1209.00001
ENSG00000160194	3839.99999	3239	3380	2520.99999	1864	1788
ENSG00000160199	265.99999	283.99999	253	298	197.00001	209.99999
ENSG00000160200	702.99997	741.99997	708.00002	761.00001	900.00001	631.00001
ENSG00000160201	3079.99999	3072	2801.00001	2498.00002	1844.99999	2006.00002
ENSG00000160207	131.00001	150	149	37	20.00001	24
ENSG00000160208	655	592	639	521	582	373
ENSG00000160209	4631.99999	3845	3924	6924.99999	8190.00002	6022.99998
ENSG00000160211	2775	2678.99999	2379.00001	2505.99998	2447	2493.00001
ENSG00000160213	33693.00001	27028	29257.99999	27994.00001	16637.99999	21766
ENSG00000160214	310	389.00001	355.99999	540	701.00001	595.99999
ENSG00000160216	353	360	348	483	517	344
ENSG00000160218	123	97	88	59	74.99999	40
ENSG00000160219	16.00001	11.99999	9.00001	11.99997	6.99999	10
ENSG00000160221	791	747.99999	829.00001	313.00001	195	257
ENSG00000160223	21	21	12	83.99999	117.00001	68
ENSG00000160226	97	93	72.00001	168.99999	152	199
ENSG00000160229	257	227	205	40	43	24
ENSG00000160233	12	12	17	13	25	12
ENSG00000160255	97.00001	86	89.00001	755.99999	580.99999	723.00001
ENSG00000160256	769.00001	779	761	1328	1801.00001	1341
ENSG00000160271	213.99999	156.99999	154	244.00002	390	198
ENSG00000160282	661	622	589	2	0	3
ENSG00000160284	417.99999	346	423	907.99999	946.00001	1035
ENSG00000160285	326	299	345.99999	436	564.99999	468
ENSG00000160293	216.00001	195	256.00001	337.99999	487.00001	206
ENSG00000160294	261	229	233.99999	234.99999	251	134
ENSG00000160298	162.99999	121	120.99999	182	323.00001	133.99999
ENSG00000160299	187.00001	162	169	131.00001	170	112
ENSG00000160305	132	124.99999	115.00001	135	131.99999	72.99999
ENSG00000160310	1993.00001	1967.00003	1885.99998	1208.99998	725.00002	1066.99999
ENSG00000160318	53	38	62	33	15	40
ENSG00000160321	14	11	16	0	1	0
ENSG00000160323	47.00001	63	43.00001	10	36	8
ENSG00000160325	326	281	307	924.00001	1017.99999	902.99999
ENSG00000160326	140	182	178	50.99999	73.99999	68
ENSG00000160336	881	820	819	140	98	112
ENSG00000160345	687	629	626	664	441.99999	581
ENSG00000160349	4	0	0	0	0	0
ENSG00000160352	1262.99998	1134.99999	1134	13	7	4
ENSG00000160360	116.00001	96.99999	108	283.00001	398	191
ENSG00000160392	46	38.00001	39	141	144	119.99999
ENSG00000160396	0	1	0	0	1	0
ENSG00000160401	12	15	42	16	26	17
ENSG00000160404	544	495	446.00001	418.99999	384.00001	366
ENSG00000160408	199	223.00001	203	352.99999	375	306
ENSG00000160410	297.99999	328	294.99999	1212.99999	1415.99999	1306.00001
ENSG00000160439	1628.00001	1595	1430	1237	894.00001	838
ENSG00000160445	352	326	301.00001	559.00001	1001	492
ENSG00000160446	2117	2067.00001	1710	3535	2639	3436
ENSG00000160447	76	60	45	225.99999	281	230
ENSG00000160460	11	3	9	6	6	1
ENSG00000160469	30	40	45	10	26	16
ENSG00000160471	61	71.00001	55	21	7	11
ENSG00000160472	3	4	7	0	0	4
ENSG00000160539	1	4	1	6	5	2
ENSG00000160551	283	216	261	105	78	41
ENSG00000160563	768	793.99999	720	1263	992.00001	1169
ENSG00000160570	67.99999	82.99998	68	305	268	254.99998
ENSG00000160584	167.00001	114.99999	92.99999	231	363.00002	178.00001
ENSG00000160588	120	106	102	84	70	67
ENSG00000160593	1	1	0	0	2	1
ENSG00000160602	119	112	108	74	94	57
ENSG00000160606	745	1029	933	895	796	740.99999
ENSG00000160613	429.00001	124	350.99998	351.99999	382	242
ENSG00000160633	1647.00001	1438	1306	1217	1237	873
ENSG00000160654	0	0	0	2.00001	0	0
ENSG00000160678	446	307	356	95	71	59
ENSG00000160679	2612.99999	2759	2534.99999	2590.00001	2510	2605
ENSG00000160683	56	40	39	22	15	11
ENSG00000160685	198.99992	152.00001	203.99998	366.99988	524	321.99998
ENSG00000160688	2022	2212.99999	2078	2035.99999	1622.00001	2190
ENSG00000160691	1894	1742	1535	1141	1269.00001	1208
ENSG00000160695	332	334.00001	348.00001	536.00001	668	573.00001
ENSG00000160703	296.99999	220.00001	237	198.99998	235.00002	162.99999
ENSG00000160710	2283	1787.00002	2115.99999	1382.00002	1682	1025
ENSG00000160712	208	142	133	413	506	298
ENSG00000160714	700.00001	582.99999	628	481	563.99999	370
ENSG00000160716	0	0	0	0	1	0
ENSG00000160741	350	397	362	374.00001	412.99999	349
ENSG00000160746	405.99999	431.99999	362.00001	285	286.00001	258.99999
ENSG00000160752	13224.00001	11935	12791	17570.00001	17507	14154.99999
ENSG00000160753	829.00001	801	778.99998	609.99999	670	610.99999
ENSG00000160767	460.99998	334	408.99998	352.99998	552.99999	295.99999
ENSG00000160781	22	28	14.99999	9	5	11
ENSG00000160783	1438.99998	1417	1282.00001	4331	3234	4072
ENSG00000160785	209	203	189.00001	183.00001	274	241
ENSG00000160789	10865.00001	8761.00002	9358.00001	8636.00001	15401.00001	9532
ENSG00000160796	52	56	57	53	108	55
ENSG00000160799	1950.99999	1807	1768.00001	1706.00001	1527.00001	1306.99999
ENSG00000160801	5.99999	6	6	2	2.00001	0
ENSG00000160803	377.00001	347.00001	346	496.99999	718.99999	400.99999
ENSG00000160808	66	50	50	5	12	14
ENSG00000160813	418.99999	386.99999	396.99999	917.99999	1024	825.00001
ENSG00000160818	3645	3077.99999	3151	2414.00001	1310	1514
ENSG00000160838	2	2	0	2	0	0
ENSG00000160862	248.00001	193.00001	216.99999	2735	2156	3215
ENSG00000160867	39.99999	38.99999	45	105	141.99999	132.99999
ENSG00000160870	0	2	2	2	0	0
ENSG00000160877	285	385	260	278	370.00001	169
ENSG00000160886	4591.00001	4664.99999	4557.00001	7126.99999	6215.99999	6072.00001
ENSG00000160888	1685	2133	1942.00001	836.00001	1190.00001	862.00001
ENSG00000160908	620.99999	574.00001	572	368.99999	293	295.00001
ENSG00000160917	535	651.00001	577	826.99999	912.99999	708
ENSG00000160932	14120.00003	13671.99999	12718.00001	14004.00001	11782.99998	16195
ENSG00000160948	2124.99996	2138	1984.00003	4195	3423	4297.00001
ENSG00000160949	61.00001	57	74.99999	166.00001	368	104.99999
ENSG00000160951	16	30	38	0	1	0
ENSG00000160953	145.99999	184	139	174	160.99998	125
ENSG00000160957	84	75	65	131.99999	201	105
ENSG00000160959	142.00001	136	120.99999	39	48	34.00001
ENSG00000160961	43	53	48	50	46	32
ENSG00000160963	4	6	11	2	2	0
ENSG00000160972	98.00001	121	96.00001	148	260.99998	131.99999
ENSG00000160973	1	6	2	1.00002	1	1.00002
ENSG00000160991	786.99999	632	652.00001	647	779.00002	335.99998
ENSG00000160993	367.00001	407	384	431	570.99999	423
ENSG00000160999	3	1	3.99999	1	1	1
ENSG00000161010	370.99999	357.00001	356	571.00001	434.99999	535.00001
ENSG00000161011	36812.00001	32070	37052	43380.99999	41279.00001	44199.00001
ENSG00000161013	941.00001	1228	1406.00001	1424.00001	2632	1153
ENSG00000161016	70083.00001	67069.99998	62401	174505	122578.99999	147854.99999
ENSG00000161021	227	207	168	166	158	99
ENSG00000161031	3	4	3.99999	1	0	0
ENSG00000161036	827.00001	843.00001	828.99999	469.00001	679	562.99999
ENSG00000161040	465.99999	410	383	53	21	48
ENSG00000161048	167	169	157.99999	62	27	64
ENSG00000161055	0	0	0	2	3	0
ENSG00000161057	5175	4921.00001	4739.00001	1867	1153	1840
ENSG00000161082	39	36.99999	25.99999	18.00001	21	11
ENSG00000161091	812	709	737	603	700	343
ENSG00000161132	0	0	3	4	5	4
ENSG00000161179	1359	1616.00001	1584.00001	1064	1056.00001	1161
ENSG00000161180	16	12	12	1	0	0
ENSG00000161202	691	619	791	561	536	465
ENSG00000161203	8424	8103.99999	7128.99999	6169.99999	5336.99999	6293.99999
ENSG00000161204	1026	910.00002	887	871	964.99999	907.99998
ENSG00000161217	968.99999	815.99999	807	543.99999	575	455.00001
ENSG00000161243	213	184.99999	186	32	38	30
ENSG00000161249	7472.99999	6693	6691.00001	6686.99998	4943.99998	5426.00002
ENSG00000161265	327.00001	294	368.00001	503.00002	485.99999	415
ENSG00000161267	89.00001	85	70	137	160.00001	168.99999
ENSG00000161270	2	0	2	3	0	0
ENSG00000161277	129	93	98	111	121	136.00001
ENSG00000161281	0	0	0	0	294	0
ENSG00000161298	88	98	102	42	23.99999	27
ENSG00000161328	52	64	61.00001	31.99999	38.99999	45
ENSG00000161381	3	8	14.00002	13	7	4
ENSG00000161395	78.00001	57	66	468	501	463
ENSG00000161405	22.00001	17	19	6	3.00001	2
ENSG00000161509	10.00001	15.00002	7	3.99998	8	8.99998
ENSG00000161513	157.00001	209	192.99999	281.00002	367.00001	278.99999
ENSG00000161526	2421	2590.99999	2327.00001	2864	2540.99999	2471.99999
ENSG00000161533	373	382	412	357.99999	307.00001	258
ENSG00000161542	743.00001	757	731	1013.00001	669	939.00001
ENSG00000161544	6	0	4	0	2	3
ENSG00000161547	1865.99999	1771	1857.99999	1486.99999	1270.00002	1341
ENSG00000161551	1060.00001	972.99997	1170.00001	86.00001	35.99999	50
ENSG00000161558	125	79	74.00001	63	112	72
ENSG00000161594	2	2	1	1	1	1
ENSG00000161609	53	53	52	0	0	0
ENSG00000161610	5	1	0	1	0	0
ENSG00000161618	109	107	99	150.99999	307.99999	173
ENSG00000161638	1664.00001	1412	1454	367	480.99999	311
ENSG00000161642	247.00001	197.00001	218.00001	377	589	374.00001
ENSG00000161643	2	1	4	3	1	0
ENSG00000161647	29	31	24	31	14	36
ENSG00000161652	1	0	0	0	0	0
ENSG00000161653	155	185	198.99999	391	224.00001	357
ENSG00000161654	1056.00001	1167	1218	980.99999	588	804
ENSG00000161664	2	2	3	7	6	7
ENSG00000161671	325	317	273	572	590	406
ENSG00000161677	488	429.00002	386.00001	458	540	548.00001
ENSG00000161681	25	12	16.99999	3	4	2
ENSG00000161682	144.99999	113.99999	152.99999	270.00001	288	229
ENSG00000161692	58	55	49.99999	92	89.99999	67.99999
ENSG00000161714	354	297.00001	353.00001	234.00001	287	183.99999
ENSG00000161791	103	80	64	46	60	43
ENSG00000161798	1	0	0	184	289	205
ENSG00000161800	698.00001	596	559.99999	493.99999	484.99999	472.00002
ENSG00000161813	1181	1089.00002	1152.00001	407	343.00001	296
ENSG00000161835	0	4	4	2	0	1
ENSG00000161847	683.00001	616.99998	610	760.99999	1041.99999	474
ENSG00000161849	1	0	2	1	2	3
ENSG00000161860	422	354.00001	321	87	72.00001	71
ENSG00000161888	911	758	669.99999	679.99999	570.00001	416
ENSG00000161896	1	2	3.99999	2	0	1
ENSG00000161904	111	125	134.99999	195	238.99999	186
ENSG00000161905	10	5	7	10	3	13
ENSG00000161912	0	2	1	2	0	0
ENSG00000161914	26	29	20	58	40	37
ENSG00000161920	1167.99999	965.99999	991	1884.00001	969	1471
ENSG00000161921	136	130	133	827	833	703
ENSG00000161929	0	4	2	5	2	0
ENSG00000161939	4068	3574	3592	6924.00001	5301	6264
ENSG00000161940	25	25	26	0	0	0
ENSG00000161944	2	4	1	1	0	1
ENSG00000161955	536.00001	526	544	813.00001	724.00001	874.00001
ENSG00000161956	36	36	29.99999	72	116	36
ENSG00000161958	109	74.00001	100	0	2	12
ENSG00000161960	43623.99998	42964	40627.00001	56906.99999	51397	48150
ENSG00000161970	173656.99997	154989.99999	155111.99998	189903.00001	125565.00002	157236.00003
ENSG00000161973	1	1	3	0	0	0
ENSG00000161980	2890	2875	2921	1834	1277	1567
ENSG00000161981	1335.99999	1311.00001	1108.99999	947	932	880
ENSG00000161992	1	0	0	0	0	0
ENSG00000161996	282.00002	219.00001	236.00002	292.00001	273.00001	189.99999
ENSG00000161999	872.99999	799	781	1024.99999	1462	914.00001
ENSG00000162004	25	32.99999	31	23	24	19.99999
ENSG00000162009	2.99998	1	0	16	14	17
ENSG00000162032	866	885.00002	874.99999	1242.00004	1155.99996	1311.00001
ENSG00000162039	224.99999	310	236.00001	11	1	7
ENSG00000162040	4	2	3	0	0	0
ENSG00000162062	147	137.99999	95	138	179	142.00001
ENSG00000162063	279.00001	231.99999	229.00001	407	544	324.00001
ENSG00000162065	200	175.99999	201.99999	126.00001	116.99999	70
ENSG00000162066	290.00001	369.99999	259	406	757	474.99999
ENSG00000162069	46	106	61	319	381	250.99999
ENSG00000162073	97	84	85	72	114.99999	66.99999
ENSG00000162076	1137.00001	1196.99999	1017	292	241	327.99999
ENSG00000162078	35	28	19	241	210	299.00001
ENSG00000162086	598	561.99999	483.99999	282	202	163.00001
ENSG00000162104	90	53	65	134	144	76
ENSG00000162105	301	331	216	88	60	44.00001
ENSG00000162129	572.99999	601.99999	491.99999	779.99999	864.99999	883
ENSG00000162139	80	93	84	110	136	96
ENSG00000162144	960.99999	924	873.00001	794.00002	574	870.00002
ENSG00000162148	47.00001	58	51	70.99999	58.99999	77
ENSG00000162174	157	178	132.99999	1166.00001	902.99998	1083.00001
ENSG00000162188	28	37	21.99999	12	6	8
ENSG00000162191	6604.00001	6188.99999	6179.99998	14099	12826.99999	12000
ENSG00000162194	343	312	282.00001	336.00001	250	350
ENSG00000162222	1023	923	904.99998	1566.00002	959.00001	1243.99999
ENSG00000162227	87	121	71.99998	105.99999	158.99999	122
ENSG00000162231	421	415.00001	391.99999	559.99999	586.00001	520
ENSG00000162236	881	900	883	1557	1335.00001	1692.99999
ENSG00000162241	75	63	69	67.00002	70	56
ENSG00000162244	66200	61919	58459.99999	101529	65109.99999	74132.00001
ENSG00000162298	374	368	328.99999	230.00001	212	187
ENSG00000162300	1155	1149	1092.99999	2273	2171	2529.00001
