"","gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj","exp"
"3534","MRPL14",4850.14263201796,0.846502906523144,0.13424917467413,1.99810242054906e-10,1.10969881743396e-09,"Upregulated"
"3535","GPR143",46.8053871144476,2.37812635732969,0.390824386455902,1.99991041932051e-10,1.11038873550222e-09,"Upregulated"
"3536","ENSG00000276407",27.6983423891307,-3.71018410569544,0.6062382373836,2.00209909283252e-10,1.11128956151086e-09,"Downregulated"
"3537","DISP1",590.239518363001,-0.988987573267723,0.157534815007199,2.00713546689053e-10,1.11377008223524e-09,"Downregulated"
"3538","ENSG00000297096",34.6970414458579,7.46775882984869,1.31810753786377,2.02685204168812e-10,1.12407530438578e-09,"Upregulated"
"3539","RPL41",57783.9051938483,0.767520124272316,0.12313528588996,2.02670082228616e-10,1.12407530438578e-09,"Upregulated"
"3540","TIPIN",439.848361653936,-1.08281536388943,0.173194426026522,2.03202140261057e-10,1.12662384375813e-09,"Downregulated"
"3541","ENSG00000294131",34.1780558286737,-2.97602153755785,0.490669908053115,2.03594959767987e-10,1.12848299219607e-09,"Downregulated"
"3542","TFPI",2579.94223593111,-0.90061666149053,0.143206090651649,2.037018719978e-10,1.12875681583874e-09,"Downregulated"
"3543","DLG1-AS1",33.286566313379,-3.31088663389332,0.547110041077703,2.09092964859033e-10,1.15830302604805e-09,"Downregulated"
"3544","TMEM209",572.715579894742,-1.04224375288676,0.166430765511305,2.1009232527704e-10,1.16351074159494e-09,"Downregulated"
"3545","ENSG00000291184",33.0315458222269,-5.51995387876719,0.872470140923751,2.11047480786723e-10,1.16847077726404e-09,"Downregulated"
"3546","NDUFAF1",448.318817242647,-1.07499579259341,0.171839834098113,2.12447585573521e-10,1.17589079584081e-09,"Downregulated"
"3547","TSTD1",7454.58289259506,1.13393305620421,0.181517619266374,2.12767175997668e-10,1.17732770321574e-09,"Upregulated"
"3548","PGAP1",61.306612596376,-2.06020766395636,0.337175836508183,2.13617642886559e-10,1.18170052901198e-09,"Downregulated"
"3549","ENSG00000276529",59.8695967477567,2.96971462996408,0.494213002123798,2.14430257411547e-10,1.18519365311642e-09,"Upregulated"
"3550","NNT-AS1",106.932783789381,1.50552780987207,0.243398495637839,2.14369544882837e-10,1.18519365311642e-09,"Upregulated"
"3551","RPS29P3",1874.31909383738,1.03173242919408,0.164633239237405,2.14407309725063e-10,1.18519365311642e-09,"Upregulated"
"3552","ESPN",77.2957292415223,1.91025625999062,0.312134108510869,2.18099546894265e-10,1.20513508076963e-09,"Upregulated"
"3553","ZNF891",147.883972976117,-1.40659652092785,0.226862262357081,2.18449585786955e-10,1.20672953004238e-09,"Downregulated"
"3554","TNFSF13",701.998801408418,1.08551069387771,0.173704641563371,2.18821543307107e-10,1.20844412788086e-09,"Upregulated"
"3555","WDR1",4386.78834425484,0.882674652165018,0.140561619130756,2.20388621356067e-10,1.21675596943897e-09,"Upregulated"
"3556","ENSG00000257869",21.8575083293752,4.23130616490428,0.694230178194724,2.21823995474768e-10,1.22433620899417e-09,"Upregulated"
"3557","ZNF845",112.253004065382,-1.81365973705031,0.296080672395412,2.26400207363069e-10,1.24924286474977e-09,"Downregulated"
"3558","TEX9",140.170521542778,-1.50994201202573,0.244703557698714,2.27063979446713e-10,1.2525533233841e-09,"Downregulated"
"3559","HAUS4",1307.81476073387,0.93707461540136,0.149098446203517,2.27832620156486e-10,1.25644024608355e-09,"Upregulated"
"3560","STK33",26.4224676513061,-8.65202539131753,2.80086158059352,2.31231927372733e-10,1.27482838161366e-09,"Downregulated"
"3561","SF3A2",1267.32104014354,1.15554424743213,0.185558583372584,2.3403326989375e-10,1.28991041510942e-09,"Upregulated"
"3562","EXD2",421.21130372132,-1.12434318776039,0.18053901508094,2.37653639003508e-10,1.30912937769347e-09,"Downregulated"
"3563","SCO2",2643.28302615263,1.04549902270162,0.167453553176432,2.37633934245162e-10,1.30912937769347e-09,"Upregulated"
"3564","RB1",55.5844176032817,2.31185036393188,0.381689238762134,2.40824903532187e-10,1.32622625747089e-09,"Upregulated"
"3565","ENSG00000276509",75.302261020714,1.89199798430099,0.309923283695359,2.48201983454034e-10,1.36646853555465e-09,"Upregulated"
"3566","DPH6",603.133218851649,-1.02345359728047,0.164168054698305,2.5137564599354e-10,1.38355294557353e-09,"Downregulated"
"3567","IFTAP",735.683599276182,-1.20797952146273,0.194792407707542,2.52021815680887e-10,1.3867205428564e-09,"Downregulated"
"3568","MRPL34",2254.50510680842,0.981127627728226,0.157142537914235,2.53142285839892e-10,1.39249541596961e-09,"Upregulated"
"3569","NEMP1",400.70916115861,-1.05933321027709,0.170649209169507,2.55054658204349e-10,1.40262196037454e-09,"Downregulated"
"3570","ENSG00000300067",27.0365780956721,-8.69205278175542,2.81444581331884,2.55145073936257e-10,1.40272615298233e-09,"Downregulated"
"3571","EYA1",22.6506356898855,5.08073242165359,0.820138283347715,2.56022339029439e-10,1.40715498407472e-09,"Upregulated"
"3572","TIGD5",209.775969744817,1.22511702372594,0.197602609104522,2.56267829974145e-10,1.40810993810261e-09,"Upregulated"
"3573","ENSG00000284691",101.23254152397,1.56319601194036,0.254412559190615,2.5703672172885e-10,1.41193947309604e-09,"Upregulated"
"3574","HGS",855.168302030429,1.26496611297516,0.204293376682681,2.58239078728248e-10,1.41814728545029e-09,"Upregulated"
"3575","MINK1",1005.49427704316,1.16267782854431,0.18725846898043,2.58981758183755e-10,1.42182796304128e-09,"Upregulated"
"3576","SLTM",1864.25724201236,-0.971120974368465,0.155711075480128,2.61181638763836e-10,1.43350448098932e-09,"Downregulated"
"3577","ENSG00000294830",25.86915339764,-8.62124735403997,2.79983595581768,2.62421180632163e-10,1.43971167990108e-09,"Downregulated"
"3578","ODAPH",39.75745505412,-2.7532205351489,0.4579533262633,2.62459285203345e-10,1.43971167990108e-09,"Downregulated"
"3579","LGALS9",142.944186076284,1.71181586906645,0.280170887964657,2.6670692174549e-10,1.4626031721427e-09,"Upregulated"
"3580","LDLR",1444.16097116124,1.36305260260936,0.220888751911264,2.66861373431495e-10,1.4630413900391e-09,"Upregulated"
"3581","THAP3",538.807528034924,1.21025625611391,0.195347609986829,2.66942829132846e-10,1.46307928159463e-09,"Upregulated"
"3582","NOG",32.5024089224826,-5.47651908482764,0.874821215957235,2.67251749900966e-10,1.46404847023248e-09,"Downregulated"
"3583","ENSG00000293093",658.208123261385,1.01638447170044,0.163083592999949,2.67268847447036e-10,1.46404847023248e-09,"Upregulated"
"3584","RILPL2",141.727136960435,-1.6221850855894,0.26506433124067,2.68927071524709e-10,1.47272087969181e-09,"Downregulated"
"3585","GJB2",92.1049575011903,1.66981687923761,0.273105412581587,2.70784170559476e-10,1.48247724283705e-09,"Upregulated"
"3586","MLPH",1374.3502105377,0.996893299507807,0.160007361883374,2.71249650797314e-10,1.48461151595061e-09,"Upregulated"
"3587","ENSG00000293394",24.217292112436,3.60954884572669,0.599416776690746,2.72964362154194e-10,1.49358002118772e-09,"Upregulated"
"3588","MARK3",577.386261712565,-0.958611147013003,0.153804666174416,2.73764518722645e-10,1.49754074943404e-09,"Downregulated"
"3589","ENSG00000228484",28.536986386352,-3.77573962987582,0.620620398947263,2.74262278523833e-10,1.49984556717394e-09,"Downregulated"
"3590","SLC25A3",17069.9687957715,0.81501718725114,0.130306310644004,2.76065737478801e-10,1.50928752910764e-09,"Upregulated"
"3591","ENSG00000304126",33.7414440040145,-2.87286086046827,0.477178483544566,2.78026780213944e-10,1.5195855236032e-09,"Downregulated"
"3592","LINC01446",19.5765401907194,8.67386387886666,2.74532526765973,2.78423987992449e-10,1.52133285421152e-09,"Upregulated"
"3593","ENTPD1-AS1",85.2487611026388,-2.04639245888967,0.336940449611104,2.80150961683007e-10,1.53034314638251e-09,"Downregulated"
"3594","C4BPA",33.3829208682688,7.40472719014671,1.31704399216069,2.80796650658975e-10,1.53344347870999e-09,"Upregulated"
"3595","ARID3B",84.4180929793718,1.64980825203606,0.269628941559237,2.82338539286013e-10,1.5414349125359e-09,"Upregulated"
"3596","ELMO3",1043.24453459793,1.27510618050784,0.206492933951077,2.84387949065247e-10,1.5521919567029e-09,"Upregulated"
"3597","ZFAND5",1109.17305073423,1.03538360812942,0.166545444536095,2.86071382763202e-10,1.56094607436569e-09,"Upregulated"
"3598","ENSG00000228981",122.25601938744,1.45389582018296,0.236661156909292,2.87523883492758e-10,1.5684355923603e-09,"Upregulated"
"3599","UBASH3B",341.803142446174,-1.05452591303975,0.169833546064407,2.88995625015556e-10,1.57602587723821e-09,"Downregulated"
"3600","ENSG00000309323",23.581014787484,4.16000925240647,0.688830307917563,2.90124174249061e-10,1.58130162954355e-09,"Upregulated"
"3601","ENSG00000290385",66.5448382177919,-1.96677853524346,0.323689391702842,2.90056650385896e-10,1.58130162954355e-09,"Downregulated"
"3602","FTX",227.271737000198,-1.31152181375121,0.212621489523304,2.9025546540229e-10,1.58157801761542e-09,"Downregulated"
"3603","EHF",364.432452663462,1.13439271815651,0.183092115454926,2.90707539145701e-10,1.58360168493274e-09,"Upregulated"
"3604","ZNF83",172.599325457956,-2.1876911352472,0.363535327217309,2.9210180264088e-10,1.59075529423767e-09,"Downregulated"
"3605","CLDND1",630.605391911906,-1.30478002637967,0.211379578257616,2.96127410027494e-10,1.6122309782551e-09,"Downregulated"
"3606","GATAD2A",1079.39896559582,-1.16162620056856,0.187776438621423,2.96711531229169e-10,1.61496317898916e-09,"Downregulated"
"3607","ENSG00000228033",27.0662756034409,-3.8360849812445,0.633436860661359,2.96862185299336e-10,1.61533521232882e-09,"Downregulated"
"3608","GJD3-AS1",177.394912100668,2.42404703125329,0.403920540584306,3.00009167292606e-10,1.63200663149999e-09,"Upregulated"
"3609","ENSG00000305508",32.1928665559045,6.53199681341865,1.02026924623311,3.01339655150838e-10,1.63879008358146e-09,"Upregulated"
"3610","LNC-WAL",197.137294196719,-1.62837433145072,0.266471684435636,3.01486063384579e-10,1.63913212355932e-09,"Downregulated"
"3611","SHANK2",154.411519662442,-1.60935389786416,0.263245406032323,3.02218398021427e-10,1.64220390309151e-09,"Downregulated"
"3612","TTC5",445.629018039165,1.20801619457585,0.195584383452501,3.02203606948394e-10,1.64220390309151e-09,"Upregulated"
"3613","CASC3",456.765938553213,1.4456668255537,0.235667992182993,3.06298006801341e-10,1.66391114848877e-09,"Upregulated"
"3614","ENSG00000237063",31.8997629264029,6.51789663740472,1.01812844248199,3.0715411471516e-10,1.66810011331335e-09,"Upregulated"
"3615","OBSCN",133.144988143017,-1.52732842618018,0.249930549656117,3.10227000706617e-10,1.68432236317255e-09,"Downregulated"
"3616","UBAC2",1509.66273749998,0.915403353005013,0.147197721850727,3.107294307399e-10,1.68658366624226e-09,"Upregulated"
"3617","MCM7",2696.80569118919,1.20648996362951,0.195408816950249,3.10879989222375e-10,1.68693435124898e-09,"Upregulated"
"3618","TRNAU1AP",1479.90557833613,0.841834374835173,0.13504254997188,3.11632154922301e-10,1.69054845347153e-09,"Upregulated"
"3619","WBP1",2187.21397107028,1.03366422607647,0.166672301363094,3.13827654609629e-10,1.70198822244354e-09,"Upregulated"
"3620","WDR33",1233.82228971102,0.967567941120518,0.155770541949788,3.15700334764179e-10,1.71167140066755e-09,"Upregulated"
"3621","LINC01709",400.176914735431,1.34017522699926,0.218051253608484,3.19416173989318e-10,1.73133975335221e-09,"Upregulated"
"3622","ENSG00000300150",23.1571802901312,3.65110269278542,0.609956242601408,3.19813995607775e-10,1.73301747426665e-09,"Upregulated"
"3623","CCDC88A",238.923036074197,-1.69127393471532,0.27806853118959,3.20226181072312e-10,1.73477208277844e-09,"Downregulated"
"3624","RNASEH1",2125.47867261004,-0.835178225808564,0.13415178136468,3.21700613355003e-10,1.7422786805515e-09,"Downregulated"
"3625","RDUR",57.3693690106351,2.0419818661817,0.337970824351333,3.23263638648268e-10,1.75026080986195e-09,"Upregulated"
"3626","ENSG00000297225",47.7339986119913,-2.34071099366191,0.389037293391601,3.27318890928199e-10,1.77172859135349e-09,"Downregulated"
"3627","CYP27A1",38.1100453935595,-2.82641323355286,0.472908577773317,3.29534703180733e-10,1.78323066427578e-09,"Downregulated"
"3628","PEG3",29.201420679885,-8.80190073197703,2.84340942931302,3.31724741403165e-10,1.79458696238146e-09,"Downregulated"
"3629","ENSG00000289238",122.491521257852,1.50778776537344,0.246787616478922,3.33959282636446e-10,1.80617769090811e-09,"Upregulated"
"3630","MANCR",191.85306333449,-1.33798412066988,0.218163229313502,3.3464203499657e-10,1.8093716861922e-09,"Downregulated"
"3631","HSF2BP",75.481535840052,-1.85767202518628,0.306293808880537,3.35194922339878e-10,1.81186195008669e-09,"Downregulated"
"3632","FNDC10",99.4834145404605,1.93605233357906,0.320400820311017,3.38391982129707e-10,1.8286397118006e-09,"Upregulated"
"3633","TMEM254",760.433674932539,-1.22490674019154,0.199157004034782,3.42771258147338e-10,1.85179506844421e-09,"Downregulated"
"3634","HERC5",165.24327782838,-1.56591016367522,0.257268210656771,3.43170372625504e-10,1.85344108517357e-09,"Downregulated"
"3635","LINC00629",36.0818786084194,-2.67707639411946,0.447077120303023,3.44123705733281e-10,1.85807867191943e-09,"Downregulated"
"3636","KRT86",142.103569633375,1.60510667496977,0.263609211543344,3.46372671900569e-10,1.86970748938187e-09,"Upregulated"
"3637","ENSG00000230285",26.9445853901406,3.16715744334881,0.530274239909605,3.50569299365709e-10,1.89184042855396e-09,"Upregulated"
"3638","NR6A1",126.364481751631,1.41978774773591,0.23205249200937,3.54617893739104e-10,1.9131625619619e-09,"Upregulated"
"3639","ENSG00000259725",26.7564064009949,-4.5071609286256,0.736494615635635,3.57416361101804e-10,1.92773039828115e-09,"Downregulated"
"3640","ENSG00000227034",72.2893397108271,1.83551263922754,0.303339980650829,3.61227992552898e-10,1.94775324446037e-09,"Upregulated"
"3641","ENSG00000253715",32.1592282435715,7.34746688640956,1.31676327868639,3.61484586508082e-10,1.94860147744964e-09,"Upregulated"
"3642","DNAAF4",433.156117105761,-1.05265543539567,0.170479720571013,3.62462501187472e-10,1.95333649390624e-09,"Downregulated"
"3643","RPL12P4",831.189290805469,1.20702713240329,0.196363966449773,3.7016968187915e-10,1.99432345491136e-09,"Upregulated"
"3644","BCCIP",2853.93173325738,-1.01360611497352,0.164176060194733,3.71788248903004e-10,2.00249395203602e-09,"Downregulated"
"3645","ENSG00000286797",43.6325908598967,-7.28746426467966,1.30938901231257,3.75682400111677e-10,2.02291315966855e-09,"Downregulated"
"3646","LINC00467",3113.31367960473,-0.935460799120752,0.151211315769194,3.76125196811848e-10,2.02474197417064e-09,"Downregulated"
"3647","ENSG00000308570",27.3985745448956,-4.25646962077309,0.705190671759096,3.76813365848208e-10,2.02783605659381e-09,"Downregulated"
"3648","ANXA4",3972.50147195054,1.09505390961023,0.177538895753988,3.76906604904174e-10,2.02783605659381e-09,"Upregulated"
"3649","DDX47",1453.19650824066,1.12629162338101,0.182954772914212,3.79773571770292e-10,2.04270098469047e-09,"Upregulated"
"3650","TMED7",570.74376271568,-0.914373219629742,0.147751912232321,3.80401019655893e-10,2.04551529117431e-09,"Downregulated"
"3651","ERGIC1",1274.49476575231,1.15262607979472,0.187407397012475,3.81688071786206e-10,2.05187394821908e-09,"Upregulated"
"3652","PRIMPOL",148.831854206295,-1.33541964208781,0.218275585172024,3.8257077696414e-10,2.05605603490558e-09,"Downregulated"
"3653","ENSG00000287885",27.2196836971831,-4.03422704769069,0.670040886624255,3.8485027082684e-10,2.06774055995576e-09,"Downregulated"
"3654","BCAT2",1276.73639912477,0.888048865707728,0.143090990722525,3.87198545922206e-10,2.07978813924881e-09,"Upregulated"
"3655","ENSG00000287407",42.7371687405103,-7.27067868631213,1.30618367816735,3.88571278599648e-10,2.08659055679214e-09,"Downregulated"
"3656","CCDC80",552.074785637612,-0.970670595500766,0.157173281409644,3.897136256738e-10,2.09215244286096e-09,"Downregulated"
"3657","PLK3",104.108010288448,1.75581710495905,0.29058651750745,3.90034793072303e-10,2.09330404255677e-09,"Upregulated"
"3658","PTRH2",1554.66465144596,-0.966256740932054,0.156601584662858,3.96439653082046e-10,2.12709706698779e-09,"Downregulated"
"3659","CLTA",6950.12765066438,0.833343694268704,0.134507951452493,4.00039921604432e-10,2.14582769645537e-09,"Upregulated"
"3660","TXNIP",454.309825528259,-1.49713675865071,0.246457169005255,4.03934721139221e-10,2.16612753327855e-09,"Downregulated"
"3661","PGF",120.581696955897,-1.61065432963608,0.26585876278237,4.05745135823991e-10,2.17518709621487e-09,"Downregulated"
"3662","FAM83A",1807.76650072518,-1.10483432955912,0.179807057595457,4.05845781135113e-10,2.17518709621487e-09,"Downregulated"
"3663","KRT3",22.2531543714474,4.05114741833837,0.678975344936219,4.06213807790789e-10,2.1765652212694e-09,"Upregulated"
"3664","CYP26A1",31.4433267149987,7.32157223757887,1.3153857259372,4.08169891019705e-10,2.18644935890932e-09,"Upregulated"
"3665","ABHD8",111.629106240221,1.96037290395657,0.326490462146793,4.0836852056366e-10,2.18691649470749e-09,"Upregulated"
"3666","ARMT1",504.2969065625,1.16189968565399,0.189339152311969,4.09662040928292e-10,2.19324519293497e-09,"Upregulated"
"3667","PLEKHN1",179.218712785282,1.77627311805103,0.294385345867865,4.10110095719184e-10,2.19504522734672e-09,"Upregulated"
"3668","MCAT",633.290248558166,1.17190413987396,0.191057567250556,4.11423113134929e-10,2.20147258492346e-09,"Upregulated"
"3669","CD302",185.96753241314,1.25348149361378,0.204724248763616,4.12376106994005e-10,2.20597052384065e-09,"Upregulated"
"3670","MOXD1",21.5703471580328,4.21925118012247,0.702684538716182,4.13060552413163e-10,2.20902982621612e-09,"Upregulated"
"3671","MYH15",34.9794486772511,-2.78515460141344,0.466966251070789,4.13775881781836e-10,2.21225258287445e-09,"Downregulated"
"3672","RBFOX2",1930.83877990627,-0.980784220286182,0.158400129653306,4.17151038099703e-10,2.22969047515874e-09,"Downregulated"
"3673","LINC01597",32.3523368450008,7.35798153232372,1.32326239402659,4.1837187389107e-10,2.2356070702042e-09,"Upregulated"
"3674","TFAM",1372.94261958397,-0.825246244572706,0.133486950544783,4.30176164520093e-10,2.29805867747302e-09,"Downregulated"
"3675","PITPNB",985.475052619952,-0.994338082864449,0.161530200277252,4.30971327036081e-10,2.30168006414616e-09,"Downregulated"
"3676","ACTR3C",93.7431902427824,-1.67226955672306,0.276411695447579,4.31602719404723e-10,2.3044250744713e-09,"Downregulated"
"3677","SPTSSB",27.1252153184907,-4.2317255185311,0.70499270728461,4.32317583535351e-10,2.30761414524023e-09,"Downregulated"
"3678","GGT1",389.117044983395,1.48706225716836,0.244997917239909,4.32856944454971e-10,2.30986493986344e-09,"Upregulated"
"3679","DUS4L",416.219939023842,-1.13187152093718,0.184629328616214,4.35031500820479e-10,2.32083807192268e-09,"Downregulated"
"3680","ATP2B1-AS1",52.2284466896276,-2.35735810735373,0.39556734566444,4.37505602420683e-10,2.33340284204096e-09,"Downregulated"
"3681","ENSG00000230432",27.474317201094,-4.03244289907027,0.674237814693147,4.39541702550835e-10,2.34298886365161e-09,"Downregulated"
"3682","C10orf95-AS1",806.07893259783,0.878989798021561,0.142387476138424,4.3953942587221e-10,2.34298886365161e-09,"Upregulated"
"3683","ANAPC15",2809.65290613713,0.845829148632979,0.136906048812627,4.39668326786601e-10,2.3430274911324e-09,"Upregulated"
"3684","CYREN",977.950362251762,-0.834174376961711,0.135107240645318,4.46253886700173e-10,2.37747693655383e-09,"Downregulated"
"3685","ENSG00000296131",24.1196839889424,-8.49748136829491,2.78398377444766,4.48889481658744e-10,2.39086943189041e-09,"Downregulated"
"3686","IMMP2L",1858.13882557784,1.11847308936981,0.182452113229664,4.49921980997074e-10,2.39507381775792e-09,"Upregulated"
"3687","PSMB5",10847.6076637813,0.900390735245934,0.145890943590654,4.49922920776148e-10,2.39507381775792e-09,"Upregulated"
"3688","ZNF223",75.3069076211094,-1.83506131630388,0.304732765753406,4.50322235598069e-10,2.3965494897189e-09,"Downregulated"
"3689","ZNF573",77.7270998150065,-1.7920518464679,0.297237713665107,4.5311413588295e-10,2.41075390213463e-09,"Downregulated"
"3690","ENTPD3-AS1",351.79354951359,-1.14576495311266,0.187192817640458,4.56112503858367e-10,2.42604881117294e-09,"Downregulated"
"3691","TPRG1-AS1",28.2036408269245,-4.30964829216306,0.717117729437852,4.57948449918304e-10,2.43515422014266e-09,"Downregulated"
"3692","TMEM219",3337.32649471073,0.858740271980864,0.139204175532672,4.59360237472303e-10,2.44199983230468e-09,"Upregulated"
"3693","ENSG00000290786",26.4141862175191,-4.20025911364696,0.699401858233216,4.60761529802418e-10,2.44878595868726e-09,"Downregulated"
"3694","STK32A",664.447160015147,0.967047675903308,0.157212631463986,4.63807674227254e-10,2.46430785653988e-09,"Upregulated"
"3695","EHD1",1052.19409231499,1.60292238729879,0.265427509337571,4.68717450133626e-10,2.48972053958665e-09,"Upregulated"
"3696","MRPL41",4468.21573979856,0.994153349066667,0.161805918182221,4.71392918541539e-10,2.50325454875941e-09,"Upregulated"
"3697","ENSG00000307842",40.8309812020529,-6.38256817757696,1.00320273637076,4.73397321929151e-10,2.51321861982782e-09,"Downregulated"
"3698","NALF1",31.5194468427857,7.32378979636329,1.32134575350646,4.7561306933468e-10,2.52429900265867e-09,"Upregulated"
"3699","NRDC",3679.36249056953,1.22162910015195,0.200125768443795,4.80752097409752e-10,2.55088440547748e-09,"Upregulated"
"3700","MCF2L2",34.0185096887087,-2.90815480576688,0.489297549296643,4.83576202565049e-10,2.56517571020114e-09,"Downregulated"
"3701","TPMT",644.472970644089,-1.18824214103691,0.194690890368566,4.84858956803629e-10,2.57128525943929e-09,"Downregulated"
"3702","ENSG00000300621",51.3185780172652,-2.29080684168312,0.383628354772705,4.87244888152119e-10,2.58324025385241e-09,"Downregulated"
"3703","ENSG00000298485",143.391328767053,-1.52424386598174,0.252510917744743,4.88418621120888e-10,2.58876377983788e-09,"Downregulated"
"3704","MYOM2",24.9884460318642,5.60083493684907,0.913974916763454,4.92618345937968e-10,2.6103186489537e-09,"Upregulated"
"3705","NFKBIZ",399.314255875173,1.21729180123736,0.199640443350174,4.95742457013543e-10,2.62545526276438e-09,"Upregulated"
"3706","PRORP",479.991816832554,0.960038214126338,0.1563425433681,4.95710167251261e-10,2.62545526276438e-09,"Upregulated"
"3707","OR51B5",26.5546693410304,-4.21397143819963,0.702449719367752,4.96430956706023e-10,2.62839233538417e-09,"Downregulated"
"3708","ENSG00000286632",35.5351611857573,-3.2552747661395,0.548426542102679,4.98001485399799e-10,2.63528583282336e-09,"Downregulated"
"3709","RPS12",131396.464118706,0.830251746438441,0.132956893567077,4.97952287682484e-10,2.63528583282336e-09,"Upregulated"
"3710","MRPL4",2677.17202559578,1.04986727941508,0.171428072426828,5.02608572847807e-10,2.65894837177464e-09,"Upregulated"
"3711","MACC1",309.992012852812,1.04438295533511,0.1705704809074,5.07671055989398e-10,2.68500668712043e-09,"Upregulated"
"3712","ENSG00000281571",57.9502158005009,1.88079214960173,0.31420350526422,5.0916826761104e-10,2.69219978135826e-09,"Upregulated"
"3713","CBY2",19.7200869519122,8.67074336798783,2.75822992723214,5.10848938258429e-10,2.70035876951203e-09,"Upregulated"
"3714","DYDC2",30.4113649467594,-5.39280555813469,0.872982418193398,5.15895799755825e-10,2.72630233220452e-09,"Downregulated"
"3715","CPZ",25.6297789109317,-4.16628843184119,0.693920417807699,5.18666869864611e-10,2.74020852081634e-09,"Downregulated"
"3716","ANOS1",40.4855964676798,2.26121994158164,0.380514564812729,5.22784712840529e-10,2.76122054868705e-09,"Upregulated"
"3717","KDELR1",4224.03020123264,0.786270818517122,0.127661486382382,5.24676671233164e-10,2.7704678574908e-09,"Upregulated"
"3718","SEPTIN9",4247.45010282542,1.09607627509361,0.179387248077682,5.25349186298717e-10,2.77327285623586e-09,"Upregulated"
"3719","MEA1",3571.13727629556,0.739955643809486,0.120064701536272,5.3113360777859e-10,2.80305440168604e-09,"Upregulated"
"3720","FCRLB",86.9710660529311,-1.72971556081864,0.288464200544129,5.35312613819177e-10,2.82434964285725e-09,"Downregulated"
"3721","IFI27",55715.2695604464,-1.14126148772684,0.18754030016344,5.36251939337028e-10,2.82854523336949e-09,"Downregulated"
"3722","C20orf141",90.4182184407119,1.63721825138869,0.272184952154504,5.37029491386611e-10,2.83188549904487e-09,"Upregulated"
"3723","TOP1MT",431.029117297324,1.19814233655444,0.196814184553455,5.37468985402945e-10,2.8334417879408e-09,"Upregulated"
"3724","IL23A",64.7566706646102,1.8974924647177,0.317863580907636,5.40165641039323e-10,2.84689340404908e-09,"Upregulated"
"3725","GATD3",478.163168278982,-1.10844364144796,0.181743802202264,5.43985071222553e-10,2.86625368936512e-09,"Downregulated"
"3726","GM2A",471.754502482376,-1.00235873398373,0.163032680940024,5.48728496980112e-10,2.8904708025305e-09,"Downregulated"
"3727","ERH",16332.907427957,-0.951891057641823,0.155537982510719,5.49056196761226e-10,2.89142097500203e-09,"Downregulated"
"3728","NICOL1",7202.51506147682,1.2073730188328,0.198468669015176,5.49379629380594e-10,2.89234817217085e-09,"Upregulated"
"3729","LNCOG",23.8764179732954,-8.47835601228084,2.78575148470258,5.51627737916678e-10,2.90340509844211e-09,"Downregulated"
"3730","RPL5P1",184.274771154972,1.58979436952981,0.264211919893838,5.52041208828894e-10,2.90480236077338e-09,"Upregulated"
"3731","CNFN",986.046771394674,0.897215779518647,0.146241972781416,5.52967756264165e-10,2.90889792339768e-09,"Upregulated"
"3732","PCDHB16",54.9072672192617,-2.55756085175634,0.433576087508381,5.53883085579191e-10,2.91293229385391e-09,"Downregulated"
"3733","RPUSD1",503.57347912744,1.23213895686273,0.202819185853092,5.54629006743093e-10,2.91607380534334e-09,"Upregulated"
"3734","MARCHF5",823.271017727034,-1.04848120245167,0.171747857961549,5.55723201986977e-10,2.92104426497011e-09,"Downregulated"
"3735","SLC38A2",1729.4565476361,-1.16068013707392,0.190742908597449,5.56364500554157e-10,2.9236321425372e-09,"Downregulated"
"3736","SUMF1",504.346474120235,-1.02783156888954,0.168278163495694,5.57871287656736e-10,2.93076546114528e-09,"Downregulated"
"3737","APEX1",7252.00912912497,0.985870746532838,0.161118651367499,5.61469988025671e-10,2.94888184505749e-09,"Upregulated"
"3738","VTN",31.3131381985777,-5.42680868462113,0.88379023438329,5.62714633438332e-10,2.95462817295188e-09,"Downregulated"
"3739","GMFB",778.278012772665,-1.06359518327836,0.174359142745896,5.64084374422096e-10,2.96102808686346e-09,"Downregulated"
"3740","COASY",1817.53280245067,0.884904695652226,0.144309300437046,5.65298529098412e-10,2.96660808305201e-09,"Upregulated"
"3741","ENSG00000295090",28.6026533693755,-4.87556030407157,0.809234868692702,5.72253454274231e-10,3.0023038083508e-09,"Downregulated"
"3742","ENSG00000308674",33.5611748372784,6.58016922876836,1.05255857522014,5.75716022524702e-10,3.01952791749844e-09,"Upregulated"
"3743","RAC3",135.960352063603,1.55476357031793,0.258683425645649,5.75844143027292e-10,3.01952791749844e-09,"Upregulated"
"3744","ENSG00000300190",44.4109364790705,-2.9033214634063,0.492803488156343,5.77872657080385e-10,3.02935540612092e-09,"Downregulated"
"3745","UBXN11",519.238929256121,1.03900138747184,0.170317562849778,5.84996074583528e-10,3.06587929395218e-09,"Upregulated"
"3746","ENSG00000286388",61.8855066830698,-1.91825571020363,0.321337494899727,5.85907696107644e-10,3.06983725347163e-09,"Downregulated"
"3747","KAZN-AS1",23.5077416718741,-8.45223460058527,2.78154057131503,5.87472553823123e-10,3.07721478886748e-09,"Downregulated"
"3748","RYR1",59.2936640195023,2.6485497354816,0.451140692530025,5.89142989381572e-10,3.08514126269801e-09,"Upregulated"
"3749","CTC1",213.606609945027,1.25912167277692,0.207757294169238,5.90263045161196e-10,3.09018212520106e-09,"Upregulated"
