"","gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj","exp"
"170","C1orf210",961.23973391107,3.50736557061608,0.20745134579095,3.98275154348018e-65,4.59820379669915e-63,"Upregulated"
"171","ENSG00000277702",286.674160529123,4.6327055805987,0.27379472821865,4.17387186953917e-65,4.79067737914885e-63,"Upregulated"
"172","ZNF880",2922.88357448336,-2.58976446940209,0.153374245953821,8.22534670640244e-65,9.38598138410236e-63,"Downregulated"
"173","ENSG00000253553",517.506120952893,8.62431410770392,0.503603521491235,9.23180846743212e-65,1.04735667508838e-62,"Upregulated"
"174","CCN1",2691.4794304867,2.69710839262125,0.159841868033937,1.04869561753491e-64,1.18291660260677e-62,"Upregulated"
"175","C19orf33",26970.7625108749,2.12956410355786,0.126073107919487,1.0933156819525e-64,1.2262003936961e-62,"Upregulated"
"176","TBC1D30",533.75160104049,3.50562971062469,0.208280550479249,1.52719219598178e-64,1.70307961537127e-62,"Upregulated"
"177","C1R",634.330418189304,-3.17588044801274,0.189503016871963,4.06529993117088e-64,4.50788936435542e-62,"Downregulated"
"178","SPDEF",425.231308950258,7.71710321651831,0.457120800348944,4.1306924594267e-64,4.55466858995325e-62,"Upregulated"
"179","CCDC144NL-AS1",492.391271895538,-7.76924535582501,0.460613342726599,2.32021949036259e-63,2.54407530376237e-61,"Downregulated"
"180","IGFBP6",2648.18957507,-3.10312176695508,0.186571363160878,4.29662304123762e-63,4.68499002390949e-61,"Downregulated"
"181","ANPEP",309.816107362295,-6.04599772583553,0.36116480131709,4.7435959732316e-63,5.14378774401197e-61,"Downregulated"
"182","IGFBP3",2049.24364921395,2.48852176623031,0.149570927016648,6.02443796725151e-63,6.49679362545304e-61,"Upregulated"
"183","IL20RB",529.997638446805,3.32054177744364,0.200075565983908,7.13647913338407e-63,7.65397136343875e-61,"Upregulated"
"184","QPRT",289.446795854356,-4.87108289099457,0.294176632728403,9.31550800980584e-63,9.93671063632931e-61,"Downregulated"
