"","gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"115","PHTF2",207.546606600563,-0.587490748378496,0.205162205828769,0.00339012031841632,0.00659967183986879
"116","CCL26",251.115116871665,0.804107447885321,0.176190828740492,3.49549561495824e-06,1.111209790003e-05
"117","FARP2",305.58685934161,0.796156917804852,0.203208072073834,6.23114022407145e-05,0.00016411512235353
"118","USH1C",87.7655179075879,4.32444630296622,0.386382974004287,7.09348364335433e-30,1.83672563942105e-28
"119","GGCT",3680.17019518238,-0.465563261420572,0.143383376923844,0.0010438190715976,0.00223486821405542
"120","DBF4",618.727638043553,-0.878460160641389,0.148923655939095,2.3455220830428e-09,1.14090611955095e-08
"121","TBXA2R",23.7866654824658,-2.8839026954777,0.59287000286306,1.89854252635854e-07,7.17970985835049e-07
"122","IFRD1",1431.33311839401,-0.728926061884034,0.193506759770981,0.000120121527050845,0.000300640807374003
"123","COX10",431.99667791141,0.148101476002428,0.15676909403153,0.339630358279802,0.412277881471763
"124","GTF2IRD1",284.837670749153,0.478211368650259,0.244715975962422,0.0439306209242395,0.0679881956221454
"125","PAF1",944.912158177635,2.0115836389682,0.163397433230385,1.72152435371444e-35,6.09898167695907e-34
"126","VPS41",1284.56412581094,-0.88455387939293,0.159759333782418,1.96815456103613e-08,8.50109365525005e-08
"127","ARHGAP44",35.6872031216792,-0.389053796175002,0.379122082576784,0.267678518351587,0.336281525935263
"128","ELAC2",993.323984632677,0.962088438415977,0.235944928271676,2.68796575031732e-05,7.51412958004246e-05
"129","SCIN",93.6490466997611,-1.33219767465813,0.272304797185063,4.08223510703761e-07,1.47418635594898e-06
"130","ARSD",1036.82668878259,1.55729123279098,0.202234894513854,4.47908573400197e-15,4.05119888024224e-14
